Geneid	LdNA_IDs	blast_annotation
LDECv5g07055	LdNA_15354	Pulmonary surfactant-associated protein D; Bos taurus 
LDECv5g07056	LdNA_15353	-
LDECv5g07057	LdNA_15352	-
LDECv5g07058	LdNA_15350	Lithostathine-2; Mus musculus 
LDECv5g07059	LdNA_15349	E-selectin; Oryctolagus cuniculus 
LDECv5g07060	LdNA_15347	Cyclin-dependent kinase 5 activator 1; Bos taurus 
LDECv5g07062	LdNA_15341	Protein gustavus; Drosophila melanogaster 
LDECv5g07063	LdNA_15338	-
LDECv5g07064	LdNA_15491	Transcription factor hamlet; Drosophila melanogaster 
LDECv5g07065	LdNA_15335	-
LDECv5g07066	LdNA_15492	-
LDECv5g07067	LdNA_15498	-
LDECv5g07068	LdNA_15504	Histone-lysine N-methyltransferase PRDM16; Mus musculus 
LDECv5g07070	LdNA_15508	Polypeptide N-acetylgalactosaminyltransferase 3; Drosophila melanogaster 
LDECv5g07071	LdNA_15509	ABC transporter G family member 22; Arabidopsis thaliana 
LDECv5g07073	LdNA_15513	ATP-dependent DNA/RNA helicase DHX36; Homo sapiens 
LDECv5g07074	LdNA_15514	2-hydroxyacyl-CoA lyase 1; Homo sapiens 
LDECv5g07075	LdNA_15515	Sialin; Ovis aries 
LDECv5g07076	LdNA_15516	Sialin; Rattus norvegicus 
LDECv5g07077	LdNA_15517	-
LDECv5g07078	LdNA_15519	Vitamin K epoxide reductase complex subunit 1-like protein 1; Rattus norvegicus 
LDECv5g07079	LdNA_15521	Autism susceptibility gene 2 protein; Homo sapiens 
LDECv5g07080	LdNA_15523	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial; Pongo abelii "
LDECv5g07081	LdNA_15524	-
LDECv5g07082	LdNA_15525	Structural maintenance of chromosomes protein 2; Xenopus laevis 
LDECv5g07083	LdNA_15526	RalBP1-associated Eps domain-containing protein 1; Homo sapiens 
LDECv5g07084	LdNA_15528	NAD kinase; Mus musculus 
LDECv5g07085	LdNA_15529	-
LDECv5g07086	LdNA_15533	Chitooligosaccharidolytic beta-N-acetylglucosaminidase; Bombyx mori 
LDECv5g07087	LdNA_15537	"Malate dehydrogenase, mitochondrial; Pongo abelii "
LDECv5g07088	LdNA_20438	KRAB-A domain-containing protein 2; Homo sapiens 
LDECv5g07089	LdNA_15539	-
LDECv5g07090	LdNA_15540	Invertebrate-type lysozyme 3; Caenorhabditis elegans 
LDECv5g07091	LdNA_15541	Transcription elongation factor SPT6; Drosophila melanogaster 
LDECv5g07093	LdNA_15549	Kinesin-like protein unc-104; Aedes aegypti 
LDECv5g07094	LdNA_15551	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial; Pan troglodytes "
LDECv5g07095	LdNA_15553	Elongation factor 1-beta'; Bombyx mori 
LDECv5g07096	LdNA_15554	-
LDECv5g07097	LdNA_15555	-
LDECv5g07098	LdNA_15556	-
LDECv5g07099	LdNA_15558	Protein yellow; Drosophila melanogaster 
LDECv5g07100	LdNA_15559	-
LDECv5g07101	LdNA_15560	Major royal jelly protein 1; Apis mellifera 
LDECv5g07102	LdNA_15561	U-actitoxin-Avd3h; Anemonia viridis 
LDECv5g07103	LdNA_15562	U-actitoxin-Avd3j; Anemonia viridis 
LDECv5g07104	LdNA_15564	U-actitoxin-Avd3h; Anemonia viridis 
LDECv5g07105	LdNA_15566	Dopaminechrome tautomerase; Drosophila melanogaster 
LDECv5g07106	LdNA_15570	Dopaminechrome tautomerase; Drosophila melanogaster 
LDECv5g07107	LdNA_15571	Dopaminechrome tautomerase; Drosophila melanogaster 
LDECv5g07108	LdNA_15986	Dopaminechrome tautomerase; Drosophila melanogaster 
LDECv5g07109	LdNA_15983	Dopaminechrome tautomerase; Drosophila melanogaster 
LDECv5g07110	LdNA_15982	Dopaminechrome tautomerase; Drosophila melanogaster 
LDECv5g07111	LdNA_15981	15-hydroxyprostaglandin dehydrogenase [NAD(+)]; Mus musculus 
LDECv5g07112	LdNA_15980	Dopaminechrome tautomerase; Drosophila melanogaster 
LDECv5g07113	LdNA_15587	15-hydroxyprostaglandin dehydrogenase [NAD(+)]; Cavia porcellus 
LDECv5g07114	LdNA_15976	-
LDECv5g07115	LdNA_15975	"SET domain-containing protein SmydA-8, isoform A; Drosophila melanogaster "
LDECv5g07116	LdNA_15974	Zinc finger CCHC domain-containing protein 9; Homo sapiens 
LDECv5g07117	LdNA_15973	Protein bric-a-brac 2; Drosophila melanogaster 
LDECv5g07118	LdNA_15592	Inositol-3-phosphate synthase 1-A; Xenopus laevis 
LDECv5g07119	LdNA_15968	Sepiapterin reductase; Homo sapiens 
LDECv5g07120	LdNA_15967	-
LDECv5g07121	LdNA_15595	Tubulin monoglutamylase TTLL4; Mus musculus 
LDECv5g07122	LdNA_15965	S-adenosylmethionine decarboxylase proenzyme; Drosophila melanogaster 
LDECv5g07123	LdNA_15964	Ornithine decarboxylase; Bos taurus 
LDECv5g07124	LdNA_15963	Axin-2; Homo sapiens 
LDECv5g07125	LdNA_15962	Small ribosomal subunit protein bS21m; Bos taurus 
LDECv5g07126	LdNA_15961	Vacuolar protein sorting-associated protein 11 homolog; Mus musculus 
LDECv5g07127	LdNA_15960	Macoilin; Mus musculus 
LDECv5g07128	LdNA_15959	Activating signal cointegrator 1 complex subunit 2; Homo sapiens 
LDECv5g07129	LdNA_15958	Ubiquitin carboxyl-terminal hydrolase 16; Bos taurus 
LDECv5g07130	LdNA_15957	-
LDECv5g07131	LdNA_15956	Inositol polyphosphate multikinase; Homo sapiens 
LDECv5g07132	LdNA_15955	Exocyst complex component 7; Drosophila melanogaster 
LDECv5g07133	LdNA_15954	Bone morphogenetic protein 10; Homo sapiens 
LDECv5g07134	LdNA_15953	Microsomal triacylglycerol transfer protein; Drosophila melanogaster 
LDECv5g07135	LdNA_15952	Chromosome transmission fidelity protein 18 homolog; Drosophila melanogaster 
LDECv5g07136	LdNA_15951	-
LDECv5g07137	LdNA_15949	-
LDECv5g07138	LdNA_15944	-
LDECv5g07140	LdNA_15938	-
LDECv5g07139	LdNA_15628	"cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B; Drosophila melanogaster "
LDECv5g07141	LdNA_15927	EF-hand domain-containing protein D2 homolog; Drosophila melanogaster 
LDECv5g07142	LdNA_15928	Ero1-like protein; Drosophila melanogaster 
LDECv5g07143	LdNA_15926	Triokinase/FMN cyclase; Mus musculus 
LDECv5g07144	LdNA_15925	COP9 signalosome complex subunit 4; Danio rerio 
LDECv5g07145	LdNA_15923	Voltage-dependent anion-selective channel; Drosophila melanogaster 
LDECv5g07146	LdNA_15921	Protein lin-54 homolog; Xenopus tropicalis 
LDECv5g07147	LdNA_15920	Tax1-binding protein 3 homolog; Caenorhabditis elegans 
LDECv5g07148	LdNA_15919	Zinc finger protein 182; Mus musculus 
LDECv5g07149	LdNA_15918	"tRNA modification GTPase GTPBP3, mitochondrial; Danio rerio "
LDECv5g07150	LdNA_15917	Eukaryotic translation initiation factor 5A; Spodoptera frugiperda 
LDECv5g07152	LdNA_15914	Synaptic vesicle membrane protein VAT-1 homolog; Danio rerio 
LDECv5g07153	LdNA_15913	Protein phosphatase 1 regulatory subunit 7; Homo sapiens 
LDECv5g07154	LdNA_15912	"Longitudinals lacking protein, isoforms A/B/D/L; Drosophila melanogaster "
LDECv5g07155	LdNA_15911	Actin-interacting protein 1; Drosophila melanogaster 
LDECv5g07156	LdNA_15910	Protein transport protein sft2; Schizosaccharomyces pombe (strain 972 / ATCC 24843) 
LDECv5g07157	LdNA_15906	Mitogen-activated protein kinase kinase kinase 7; Bos taurus 
LDECv5g07158	LdNA_15905	Nuclear pore complex protein Nup50; Drosophila melanogaster 
LDECv5g07159	LdNA_15903	Nuclear factor NF-kappa-B p105 subunit; Gallus gallus 
LDECv5g07161	LdNA_15897	Peptidyl-prolyl cis-trans isomerase sig-7; Caenorhabditis elegans 
LDECv5g07162	LdNA_15892	-
LDECv5g07164	LdNA_15890	-
LDECv5g07165	LdNA_15884	Peptidoglycan-recognition protein 2; Holotrichia diomphalia 
LDECv5g07167	LdNA_15878	MFS-type transporter clz9; Cochliobolus lunatus 
LDECv5g07168	LdNA_15877	-
LDECv5g07169	LdNA_15876	-
LDECv5g07171	LdNA_15873	L-dopachrome tautomerase yellow-f2; Drosophila melanogaster 
LDECv5g07172	LdNA_15871	-
LDECv5g07173	LdNA_15869	Segmentation protein Runt; Drosophila melanogaster 
LDECv5g07174	LdNA_15868	Pyruvate kinase; Drosophila melanogaster 
LDECv5g07176	LdNA_15863	Nuclear RNA export factor 1; Drosophila melanogaster 
LDECv5g07181	LdNA_15853	Enhancer of split m4 protein; Drosophila melanogaster 
LDECv5g07182	LdNA_15726	-
LDECv5g07183	LdNA_15846	-
LDECv5g07184	LdNA_15843	-
LDECv5g07185	LdNA_15842	-
LDECv5g07186	LdNA_15835	Enhancer of split mbeta protein; Drosophila melanogaster 
LDECv5g07187	LdNA_15833	-
LDECv5g07189	LdNA_15828	-
LDECv5g07190	LdNA_15746	Espin; Mus musculus 
LDECv5g07191	LdNA_15823	-
LDECv5g07192	LdNA_15755	HUWE1-associated protein modifying stress responses; Xenopus tropicalis 
LDECv5g07193	LdNA_15817	Cysteine-rich protein 2-binding protein; Homo sapiens 
LDECv5g07194	LdNA_15815	-
LDECv5g07195	LdNA_15812	-
LDECv5g07196	LdNA_15809	Reversion-inducing cysteine-rich protein with Kazal motifs; Gallus gallus 
LDECv5g07197	LdNA_15805	-
LDECv5g07198	LdNA_15802	"Aldehyde dehydrogenase, dimeric NADP-preferring; Homo sapiens "
LDECv5g07199	LdNA_15797	"Aldehyde dehydrogenase, dimeric NADP-preferring; Homo sapiens "
LDECv5g07200	LdNA_15793	Troponin C; Tyrophagus putrescentiae 
LDECv5g07201	LdNA_15790	Troponin C; Tyrophagus putrescentiae 
LDECv5g07202	LdNA_15165	-
LDECv5g07203	LdNA_15166	-
LDECv5g07204	LdNA_15168	Putative polypeptide N-acetylgalactosaminyltransferase 9; Drosophila melanogaster 
LDECv5g07206	LdNA_15172	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g07207	LdNA_15173	Ankyrin repeat and MYND domain-containing protein 1; Mus musculus 
LDECv5g07208	LdNA_15175	-
LDECv5g07209	LdNA_15163	Myrosinase 1; Brevicoryne brassicae 
LDECv5g07210	LdNA_15161	L-xylulose reductase; Bos taurus 
LDECv5g07211	LdNA_15185	-
LDECv5g07212	LdNA_15186	-
LDECv5g07213	LdNA_15187	Transcription factor egl-46; Caenorhabditis elegans 
LDECv5g07215	LdNA_15144	Claspin; Drosophila melanogaster 
LDECv5g07216	LdNA_15142	Dihydroxyacetone phosphate acyltransferase; Rattus norvegicus 
LDECv5g07217	LdNA_15141	Elongation factor-like GTPase 1; Homo sapiens 
LDECv5g07218	LdNA_15140	-
LDECv5g07219	LdNA_15195	Ribosome-binding protein 1; Mus musculus 
LDECv5g07220	LdNA_15138	Zinc transporter 7; Gallus gallus 
LDECv5g07221	LdNA_15197	Small ribosomal subunit protein eS25; Spodoptera frugiperda 
LDECv5g07222	LdNA_15135	Serine/threonine-protein phosphatase 5; Mus musculus 
LDECv5g07223	LdNA_15200	Ras-related protein Rab-1A; Lymnaea stagnalis 
LDECv5g07225	LdNA_15132	-
LDECv5g07226	LdNA_15131	-
LDECv5g07227	LdNA_15130	Probable ATP-dependent RNA helicase DDX43; Homo sapiens 
LDECv5g07228	LdNA_15203	-
LDECv5g07229	LdNA_15205	DNA polymerase alpha subunit B; Drosophila melanogaster 
LDECv5g07230	LdNA_15127	Transcription factor Adf-1; Drosophila melanogaster 
LDECv5g07231	LdNA_15125	"CCA tRNA nucleotidyltransferase 1, mitochondrial; Danio rerio "
LDECv5g07232	LdNA_15124	5'-AMP-activated protein kinase catalytic subunit alpha-2; Homo sapiens 
LDECv5g07233	LdNA_15209	Steroidogenic acute regulatory protein-like; Drosophila melanogaster 
LDECv5g07234	LdNA_15210	SIFamide-related peptide; Camponotus floridanus 
LDECv5g07235	LdNA_15211	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8; Mus musculus 
LDECv5g07236	LdNA_15116	-
LDECv5g07238	LdNA_15105	-
LDECv5g07239	LdNA_15104	-
LDECv5g07240	LdNA_15101	-
LDECv5g07241	LdNA_15247	"Dynein beta chain, ciliary; Heliocidaris crassispina "
LDECv5g07243	LdNA_15256	N-acetyltransferase ESCO2; Mus musculus 
LDECv5g07244	LdNA_15260	Splicing factor 3B subunit 5; Homo sapiens 
LDECv5g07245	LdNA_15263	GPI ethanolamine phosphate transferase 2; Homo sapiens 
LDECv5g07246	LdNA_15268	VPS35 endosomal protein-sorting factor-like; Mus musculus 
LDECv5g07247	LdNA_15270	Flap endonuclease 1; Aedes aegypti 
LDECv5g07248	LdNA_15276	Cullin-1; Mus musculus 
LDECv5g07249	LdNA_15043	-
LDECv5g07250	LdNA_15281	Androgen-dependent TFPI-regulating protein; Mesocricetus auratus 
LDECv5g07251	LdNA_15038	-
LDECv5g07252	LdNA_15288	"Pentatricopeptide repeat-containing protein 2, mitochondrial; Bos taurus "
LDECv5g07253	LdNA_15298	Sodium channel protein Nach; Drosophila melanogaster 
LDECv5g07254	LdNA_15015	-
LDECv5g07255	LdNA_15012	-
LDECv5g07256	LdNA_15010	-
LDECv5g07259	LdNA_15002	-
LDECv5g07260	LdNA_14998	-
LDECv5g07262	LdNA_14994	-
LDECv5g07268	LdNA_374	Small ribosomal subunit protein uS5m; Bos taurus 
LDECv5g07269	LdNA_373	Small ribosomal subunit protein uS5m; Bos taurus 
LDECv5g07270	LdNA_372	Small ribosomal subunit protein uS5m; Bos taurus 
LDECv5g07271	LdNA_14937	-
LDECv5g07276	LdNA_6996	SUN domain-containing ossification factor; Homo sapiens 
LDECv5g07277	LdNA_6995	Phosphatase Herzog; Drosophila melanogaster 
LDECv5g07279	LdNA_6991	Monocarboxylate transporter 9; Homo sapiens 
LDECv5g07281	LdNA_28268	-
LDECv5g07283	LdNA_16009	-
LDECv5g07285	LdNA_14923	Basigin; Oryctolagus cuniculus 
LDECv5g07286	LdNA_14921	Guanine nucleotide-binding protein subunit beta-5; Rattus norvegicus 
LDECv5g07287	LdNA_14920	"Ornithine transcarbamylase, mitochondrial; Gallus gallus "
LDECv5g07288	LdNA_14915	-
LDECv5g07289	LdNA_14914	Peptidyl-prolyl cis-trans isomerase B; Gallus gallus 
LDECv5g07290	LdNA_14913	Peptidyl-prolyl cis-trans isomerase FKBP8; Homo sapiens 
LDECv5g07291	LdNA_14912	MTOR-associated protein MEAK7; Gallus gallus 
LDECv5g07292	LdNA_14910	Acyl-CoA-binding domain-containing protein 5; Xenopus laevis 
LDECv5g07293	LdNA_14909	ATP-dependent zinc metalloprotease YME1L; Drosophila melanogaster 
LDECv5g07294	LdNA_14908	CWF19-like protein 1 homolog; Drosophila melanogaster 
LDECv5g07296	LdNA_14902	Translation initiation factor IF-2; Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) 
LDECv5g07297	LdNA_14901	"Cytochrome c oxidase subunit 5A, mitochondrial; Drosophila melanogaster "
LDECv5g07298	LdNA_14893	Farnesyl pyrophosphate synthase; Murgantia histrionica 
LDECv5g07299	LdNA_14892	Farnesyl pyrophosphate synthase; Murgantia histrionica 
LDECv5g07301	LdNA_14886	Monocarboxylate transporter 9; Homo sapiens 
LDECv5g07302	LdNA_14878	CCR4-NOT transcription complex subunit 2; Homo sapiens 
LDECv5g07303	LdNA_14877	cAMP-dependent protein kinase type II regulatory subunit; Drosophila melanogaster 
LDECv5g07304	LdNA_14876	Dynein light chain Tctex-type; Drosophila melanogaster 
LDECv5g07305	LdNA_14875	DNA replication licensing factor Mcm5; Drosophila melanogaster 
LDECv5g07307	LdNA_14868	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4; Rattus norvegicus 
LDECv5g07308	LdNA_14865	Protein pellino; Drosophila melanogaster 
LDECv5g07309	LdNA_14864	KICSTOR complex protein kaptin; Mus musculus 
LDECv5g07310	LdNA_14863	Nucleolysin TIAR; Homo sapiens 
LDECv5g07312	LdNA_14861	-
LDECv5g07313	LdNA_14860	U-scoloptoxin(01)-Tl1a; Thereuopoda longicornis 
LDECv5g07314	LdNA_14859	U-scoloptoxin(01)-Tl1a; Thereuopoda longicornis 
LDECv5g07315	LdNA_14857	Peritrophin-1; Anopheles gambiae 
LDECv5g07316	LdNA_14856	-
LDECv5g07317	LdNA_14853	Peritrophin-1; Anopheles gambiae 
LDECv5g07318	LdNA_14852	-
LDECv5g07319	LdNA_14850	-
LDECv5g07321	LdNA_14846	-
LDECv5g07322	LdNA_14844	Peritrophin-1; Anopheles gambiae 
LDECv5g07323	LdNA_14843	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07324	LdNA_14842	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07326	LdNA_14840	-
LDECv5g07327	LdNA_14839	-
LDECv5g07331	LdNA_14833	-
LDECv5g07332	LdNA_14832	-
LDECv5g07333	LdNA_14831	-
LDECv5g07334	LdNA_14830	-
LDECv5g07335	LdNA_14829	Allergen Tha p 1; Thaumetopoea pityocampa 
LDECv5g07336	LdNA_14828	Allergen Tha p 1; Thaumetopoea pityocampa 
LDECv5g07337	LdNA_14827	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07338	LdNA_14825	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07339	LdNA_14824	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07340	LdNA_14823	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07341	LdNA_14822	Allergen Tha p 1; Thaumetopoea pityocampa 
LDECv5g07342	LdNA_14821	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07343	LdNA_14820	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07344	LdNA_14819	Allergen Tha p 1; Thaumetopoea pityocampa 
LDECv5g07345	LdNA_14818	Putative odorant-binding protein A10; Drosophila melanogaster 
LDECv5g07346	LdNA_14817	Ejaculatory bulb-specific protein 3; Drosophila melanogaster 
LDECv5g07347	LdNA_14816	Bromodomain-containing protein 8; Homo sapiens 
LDECv5g07348	LdNA_14815	Ribitol 5-phosphate transferase FKRP; Mus musculus 
LDECv5g07349	LdNA_14813	"Dynein intermediate chain 2, ciliary; Heliocidaris crassispina "
LDECv5g07350	LdNA_14812	-
LDECv5g07351	LdNA_14806	Apolipoprotein D; Rattus norvegicus 
LDECv5g07352	LdNA_14805	Apolipoprotein D; Oryctolagus cuniculus 
LDECv5g07353	LdNA_14804	Apolipoprotein D; Homo sapiens 
LDECv5g07354	LdNA_14802	-
LDECv5g07355	LdNA_14793	15-hydroxyprostaglandin dehydrogenase [NAD(+)]; Mus musculus 
LDECv5g07356	LdNA_14792	15-hydroxyprostaglandin dehydrogenase [NAD(+)]; Cavia porcellus 
LDECv5g07357	LdNA_14791	15-hydroxyprostaglandin dehydrogenase [NAD(+)]; Mus musculus 
LDECv5g07358	LdNA_14789	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2; Homo sapiens 
LDECv5g07360	LdNA_14787	Peroxisomal membrane protein PMP34; Homo sapiens 
LDECv5g07361	LdNA_14785	BOS complex subunit NCLN; Homo sapiens 
LDECv5g07363	LdNA_14783	Integrator complex subunit 14; Xenopus tropicalis 
LDECv5g07364	LdNA_14784	DnaJ homolog subfamily C member 2; Rattus norvegicus 
LDECv5g07366	LdNA_14771	Zinc finger MYM-type protein 5; Homo sapiens 
LDECv5g07367	LdNA_14761	Small ribosomal subunit protein uS17m; Bos taurus 
LDECv5g07368	LdNA_14760	RNA polymerase II subunit A C-terminal domain phosphatase; Homo sapiens 
LDECv5g07372	LdNA_14757	Ras-related protein Rab-2A; Mus musculus 
LDECv5g07373	LdNA_14756	RNA 3'-terminal phosphate cyclase; Mus musculus 
LDECv5g07374	LdNA_14755	Mediator of DNA damage checkpoint protein 1; Rattus norvegicus 
LDECv5g07376	LdNA_14736	Nucleolar protein 4-like; Mus musculus 
LDECv5g07379	LdNA_14733	-
LDECv5g07381	LdNA_14727	-
LDECv5g07382	LdNA_14723	UBX domain-containing protein 4; Pongo abelii 
LDECv5g07384	LdNA_14719	XK-related protein 7; Pan troglodytes 
LDECv5g07385	LdNA_14718	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma; Bos taurus 
LDECv5g07386	LdNA_14716	Serine/threonine-protein kinase atr; Xenopus laevis 
LDECv5g07387	LdNA_14714	-
LDECv5g07388	LdNA_14713	-
LDECv5g07390	LdNA_14711	Histidine--tRNA ligase; Danio rerio 
LDECv5g07391	LdNA_14709	Beta-arrestin-1; Macaca fascicularis 
LDECv5g07394	LdNA_14705	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7; Macaca fascicularis 
LDECv5g07395	LdNA_14704	N6-adenosine-methyltransferase catalytic subunit; Homo sapiens 
LDECv5g07396	LdNA_14703	Protein disulfide-isomerase TMX3; Xenopus laevis 
LDECv5g07398	LdNA_14701	-
LDECv5g07400	LdNA_14695	"Malonate--CoA ligase ACSF3, mitochondrial; Homo sapiens "
LDECv5g07401	LdNA_14694	General transcription factor IIE subunit 2; Xenopus laevis 
LDECv5g07402	LdNA_14693	Carboxylesterase 1E; Mus musculus 
LDECv5g07403	LdNA_14691	-
LDECv5g07404	LdNA_14692	Dynein regulatory complex protein 1 homolog; Drosophila melanogaster 
LDECv5g07406	LdNA_14682	-
LDECv5g07411	LdNA_14679	-
LDECv5g07412	LdNA_14677	AN1-type zinc finger protein 1; Homo sapiens 
LDECv5g07413	LdNA_14674	A disintegrin and metalloproteinase with thrombospondin motifs adt-1; Caenorhabditis elegans 
LDECv5g07416	LdNA_14667	-
LDECv5g07417	LdNA_14666	Adhesion G-protein coupled receptor G4; Mus musculus 
LDECv5g07418	LdNA_14665	Cilia- and flagella-associated protein 53; Mus musculus 
LDECv5g07420	LdNA_14664	Zinc transporter ZIP2; Mus musculus 
LDECv5g07421	LdNA_14658	-
LDECv5g07422	LdNA_14657	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2; Drosophila melanogaster 
LDECv5g07424	LdNA_14654	-
LDECv5g07425	LdNA_14652	Growth arrest-specific protein 1; Mus musculus 
LDECv5g07426	LdNA_14649	Copper chaperone for superoxide dismutase; Homo sapiens 
LDECv5g07427	LdNA_14648	Phosphorylated adapter RNA export protein; Mus musculus 
LDECv5g07428	LdNA_14647	Centromere protein X; Bos taurus 
LDECv5g07429	LdNA_14646	Cell adhesion molecule Dscam2; Drosophila melanogaster 
LDECv5g07430	LdNA_14643	B1 protein (Fragment); Tenebrio molitor 
LDECv5g07431	LdNA_15522	-
LDECv5g07432	LdNA_14628	Protein rolling stone; Drosophila melanogaster 
LDECv5g07433	LdNA_14627	"Odorant receptor 46a, isoform B; Drosophila melanogaster "
LDECv5g07434	LdNA_14625	-
LDECv5g07435	LdNA_14620	Monocarboxylate transporter 7; Mus musculus 
LDECv5g07436	LdNA_14619	-
LDECv5g07439	LdNA_14615	-
LDECv5g07451	LdNA_14605	Nuclear pore glycoprotein p62; Drosophila melanogaster 
LDECv5g07452	LdNA_14601	"ATP synthase subunit b, mitochondrial; Drosophila melanogaster "
LDECv5g07453	LdNA_14600	Protein Wnt-4; Rattus norvegicus 
LDECv5g07454	LdNA_14598	Phenoloxidase-activating factor 1; Holotrichia diomphalia 
