Ldecemlineata	Tcastaneum
LDECv5g10881	TC006591
LDECv5g10882	TC012773
LDECv5g10884	TC006587
LDECv5g10885	TC005532
LDECv5g10892	TC005536
LDECv5g10893	TC006312
LDECv5g10895	TC004293
LDECv5g10896	TC005767
LDECv5g10897	TC002360
LDECv5g10898	TC006361
LDECv5g10899	TC010523
LDECv5g10901	TC005768
LDECv5g10903	TC005319
LDECv5g10906	TC005331
LDECv5g10907	TC006808
LDECv5g10909	TC005734
LDECv5g10910	TC005735
LDECv5g10912	TC006386
LDECv5g10917	TC006709
LDECv5g10918	TC006711
LDECv5g10919	TC005435
LDECv5g10920	TC005433
LDECv5g10921	TC006713
LDECv5g10922	TC006714
LDECv5g10923	TC005430
LDECv5g10925	TC034172
LDECv5g10926	TC005428
LDECv5g10931	TC005427
LDECv5g10934	TC015223
LDECv5g10936	TC015485
LDECv5g10937	TC015221
LDECv5g10941	TC034032
LDECv5g10948	TC005845
LDECv5g10949	TC006298
LDECv5g10952	TC005844
LDECv5g10954	TC033514
LDECv5g10957	TC030045
LDECv5g10967	TC011194
LDECv5g10974	TC006729
LDECv5g10975	TC006728
LDECv5g10976	TC005421
LDECv5g10978	TC001943
LDECv5g10979	TC006727
LDECv5g10980	TC005928
LDECv5g10981	TC006223
LDECv5g10982	TC005934
LDECv5g10983	TC012172
LDECv5g10984	TC005425
LDECv5g10993	TC006500
LDECv5g10994	TC006378
LDECv5g10996	TC006379
LDECv5g11001	TC006375
LDECv5g11002	TC006362
LDECv5g11003	TC010872
LDECv5g11004	TC005698
LDECv5g11005	TC006402
LDECv5g11008	TC006287
LDECv5g11010	TC006293
LDECv5g11015	TC006687
LDECv5g11016	TC006018
LDECv5g11019	TC005451
LDECv5g11020	TC031278
LDECv5g11021	TC006518
LDECv5g11022	TC006686
LDECv5g11025	TC034105
LDECv5g11026	TC006364
LDECv5g11027	TC006498
LDECv5g11030	TC002222
LDECv5g11031	TC006211
LDECv5g11040	TC005638
LDECv5g11043	TC006481
LDECv5g11047	TC006286
LDECv5g11048	TC006794
LDECv5g11049	TC002896
LDECv5g11050	TC011310
LDECv5g11051	TC030739
LDECv5g11052	TC005453
LDECv5g11054	TC006738
LDECv5g11055	TC006735
LDECv5g11056	TC006734
LDECv5g11057	TC005411
LDECv5g11064	TC034173
LDECv5g11066	TC005309
LDECv5g11067	TC031293
LDECv5g11068	TC005310
LDECv5g11069	TC005307
LDECv5g11070	TC006685
LDECv5g11071	TC006684
LDECv5g11074	TC006681
LDECv5g11076	TC005420
LDECv5g11077	TC001392
LDECv5g11080	TC005930
LDECv5g11081	TC005933
LDECv5g11082	TC006224
LDECv5g11084	TC005759
LDECv5g11086	TC006381
LDECv5g11089	TC005831
LDECv5g11090	TC005760
LDECv5g11091	TC006677
LDECv5g11092	TC006676
LDECv5g11096	TC006213
LDECv5g11097	TC015114
LDECv5g11098	TC006477
LDECv5g11100	TC005988
LDECv5g11101	TC005644
LDECv5g11106	TC006788
LDECv5g11108	TC006693
LDECv5g11111	TC006692
LDECv5g11112	TC006702
LDECv5g11117	TC034167
LDECv5g11118	TC006704
LDECv5g11120	TC005445
LDECv5g11121	TC006429
LDECv5g11122	TC033963
LDECv5g11127	TC030725
LDECv5g11128	TC006521
LDECv5g11129	TC002497
LDECv5g11130	TC008773
LDECv5g11131	TC033980
LDECv5g11132	TC005345
LDECv5g11133	TC006630
LDECv5g11135	TC012832
LDECv5g11137	TC012209
LDECv5g11138	TC012208
LDECv5g11139	TC011679
LDECv5g11140	TC011816
LDECv5g11141	TC011682
LDECv5g11142	TC010557
LDECv5g11143	TC010496
LDECv5g11144	TC002265
LDECv5g11146	TC002305
LDECv5g11147	TC031688
LDECv5g11151	TC002263
LDECv5g11152	TC002262
LDECv5g11153	TC002308
LDECv5g11154	TC002309
LDECv5g11155	TC002261
LDECv5g11156	TC002260
LDECv5g11157	TC031689
LDECv5g11158	TC002311
LDECv5g11159	TC002312
LDECv5g11165	TC012306
LDECv5g11166	TC012305
LDECv5g11167	TC012661
LDECv5g11168	TC011843
LDECv5g11169	TC002259
LDECv5g11170	TC015985
LDECv5g11171	TC008383
LDECv5g11172	TC012166
LDECv5g11173	TC034247
LDECv5g11175	TC012164
LDECv5g11176	TC012067
LDECv5g11178	TC012308
LDECv5g11179	TC012167
LDECv5g11180	TC012307
LDECv5g11181	TC001242
LDECv5g11182	TC012304
LDECv5g11183	TC012170
LDECv5g11184	TC012171
LDECv5g11185	TC012303
LDECv5g11186	TC011922
LDECv5g11187	TC012572
LDECv5g11188	TC011921
LDECv5g11189	TC012014
LDECv5g11190	TC031238
LDECv5g11191	TC012179
LDECv5g11192	TC012299
LDECv5g11194	TC012732
LDECv5g11196	TC011760
LDECv5g11199	TC012734
LDECv5g11201	TC011917
LDECv5g11202	TC012581
LDECv5g11203	TC012700
LDECv5g11204	TC011759
LDECv5g11209	TC011916
LDECv5g11210	TC030554
LDECv5g11211	TC012553
LDECv5g11213	TC011518
LDECv5g11214	TC030942
LDECv5g11219	TC012432
LDECv5g11220	TC011683
LDECv5g11221	TC002740
LDECv5g11223	TC012562
LDECv5g11224	TC012561
LDECv5g11227	TC012556
LDECv5g11228	TC034383
LDECv5g11230	TC031246
LDECv5g11232	TC012554
LDECv5g11233	TC011937
LDECv5g11234	TC011938
LDECv5g11235	TC012666
LDECv5g11236	TC011840
LDECv5g11238	TC034426
LDECv5g11239	TC011837
LDECv5g11240	TC034333
LDECv5g11241	TC034896
LDECv5g11242	TC011614
LDECv5g11243	TC011638
LDECv5g11244	TC012801
LDECv5g11245	TC031250
LDECv5g11246	TC016259
LDECv5g11248	TC034888
LDECv5g11249	TC012669
LDECv5g11250	TC011836
LDECv5g11251	TC012671
LDECv5g11255	TC012674
LDECv5g11256	TC011833
LDECv5g11263	TC030573
LDECv5g11265	TC008542
LDECv5g11266	TC008547
LDECv5g11268	TC012109
LDECv5g11269	TC031691
LDECv5g11270	TC002315
LDECv5g11271	TC002258
LDECv5g11272	TC002314
LDECv5g11273	TC012660
LDECv5g11275	TC012508
LDECv5g11276	TC034425
LDECv5g11278	TC016271
LDECv5g11279	TC034368
LDECv5g11280	TC011688
LDECv5g11282	TC011830
LDECv5g11283	TC011918
LDECv5g11284	TC012578
LDECv5g11287	TC011653
LDECv5g11288	TC011652
LDECv5g11289	TC011651
LDECv5g11290	TC011826
LDECv5g11292	TC012681
LDECv5g11293	TC034465
LDECv5g11294	TC034466
LDECv5g11295	TC011667
LDECv5g11298	TC012217
LDECv5g11299	TC034228
LDECv5g11303	TC012251
LDECv5g11304	TC012215
LDECv5g11305	TC012214
LDECv5g11307	TC012677
LDECv5g11308	TC011718
LDECv5g11309	TC012777
LDECv5g11310	TC012775
LDECv5g11311	TC011720
LDECv5g11312	TC008961
LDECv5g11313	TC011716
LDECv5g11314	TC001945
LDECv5g11315	TC001920
LDECv5g11316	TC011717
LDECv5g11319	TC012760
LDECv5g11321	TC012758
LDECv5g11323	TC012755
LDECv5g11326	TC034448
LDECv5g11327	TC012527
LDECv5g11328	TC012528
LDECv5g11329	TC011951
LDECv5g11330	TC012529
LDECv5g11331	TC012532
LDECv5g11333	TC011877
LDECv5g11337	TC011797
LDECv5g11338	TC012702
LDECv5g11343	TC011996
LDECv5g11344	TC012481
LDECv5g11345	TC012483
LDECv5g11349	TC011805
LDECv5g11353	TC012697
LDECv5g11354	TC011807
LDECv5g11355	TC031248
LDECv5g11357	TC011809
LDECv5g11358	TC031247
LDECv5g11360	TC012691
LDECv5g11361	TC016044
LDECv5g11365	TC034430
LDECv5g11366	TC030319
LDECv5g11368	TC012115
LDECv5g11370	TC012114
LDECv5g11372	TC034305
LDECv5g11374	TC034308
LDECv5g11375	TC012650
LDECv5g11376	TC011857
LDECv5g11381	TC034424
LDECv5g11382	TC012655
LDECv5g11383	TC011851
LDECv5g11384	TC012656
LDECv5g11385	TC004317
LDECv5g11386	TC004308
LDECv5g11387	TC004311
LDECv5g11388	TC001922
LDECv5g11389	TC001944
LDECv5g11390	TC015568
LDECv5g11393	TC011724
LDECv5g11402	TC034287
LDECv5g11405	TC012765
LDECv5g11408	TC008531
LDECv5g11409	TC008549
LDECv5g11410	TC008534
LDECv5g11411	TC031431
LDECv5g11413	TC012028
LDECv5g11414	TC031237
LDECv5g11415	TC005371
LDECv5g11420	TC016300
LDECv5g11421	TC016299
LDECv5g11422	TC012039
LDECv5g11424	TC012433
LDECv5g11427	TC011734
LDECv5g11428	TC031766
LDECv5g11429	TC034449
LDECv5g11432	TC011725
LDECv5g11435	TC012766
LDECv5g11437	TC034317
LDECv5g11439	TC012393
LDECv5g11440	TC032139
LDECv5g11441	TC034316
LDECv5g11444	TC034315
LDECv5g11445	TC012091
LDECv5g11446	TC012092
LDECv5g11447	TC009427
LDECv5g11448	TC012392
LDECv5g11449	TC012391
LDECv5g11450	TC012390
LDECv5g11451	TC012093
LDECv5g11453	TC012388
LDECv5g11454	TC012387
LDECv5g11455	TC011804
LDECv5g11463	TC012646
LDECv5g11464	TC011859
LDECv5g11465	TC012647
LDECv5g11466	TC007941
LDECv5g11470	TC002909
LDECv5g11474	TC003539
LDECv5g11476	TC001154
LDECv5g11479	TC002908
LDECv5g11482	TC002906
LDECv5g11489	TC002731
LDECv5g11490	TC002730
LDECv5g11496	TC002717
LDECv5g11497	TC003711
LDECv5g11498	TC002716
LDECv5g11500	TC002282
LDECv5g11502	TC002297
LDECv5g11503	TC002141
LDECv5g11504	TC002371
LDECv5g11506	TC032588
LDECv5g11534	TC010371
LDECv5g11535	TC010368
LDECv5g11537	TC002540
LDECv5g11539	TC011507
LDECv5g11540	TC012405
LDECv5g11541	TC012073
LDECv5g11545	TC012682
LDECv5g11546	TC012374
LDECv5g11547	TC001172
LDECv5g11548	TC012375
LDECv5g11549	TC012101
LDECv5g11550	TC012376
LDECv5g11551	TC012102
LDECv5g11553	TC012373
LDECv5g11561	TC012080
LDECv5g11564	TC012397
LDECv5g11565	TC012081
LDECv5g11566	TC012396
LDECv5g11567	TC034454
LDECv5g11571	TC034589
LDECv5g11575	TC002911
LDECv5g11576	TC034609
LDECv5g11577	TC000024
LDECv5g11582	TC000026
LDECv5g11583	TC003251
LDECv5g11584	TC000027
LDECv5g11585	TC000032
LDECv5g11586	TC000031
LDECv5g11587	TC000028
LDECv5g11589	TC012119
LDECv5g11591	TC012354
LDECv5g11594	TC010495
LDECv5g11595	TC030603
LDECv5g11596	TC030680
LDECv5g11597	TC012019
LDECv5g11598	TC012457
LDECv5g11599	TC012725
LDECv5g11600	TC011773
LDECv5g11601	TC012726
LDECv5g11602	TC012724
LDECv5g11603	TC011978
LDECv5g11604	TC012490
LDECv5g11605	TC011841
LDECv5g11606	TC012664
LDECv5g11607	TC007939
LDECv5g11608	TC012804
LDECv5g11609	TC034311
LDECv5g11610	TC012371
LDECv5g11611	TC034331
LDECv5g11612	TC003178
LDECv5g11613	TC012378
LDECv5g11614	TC012100
LDECv5g11615	TC012377
LDECv5g11616	TC012379
LDECv5g11617	TC031189
LDECv5g11618	TC012380
LDECv5g11624	TC003392
LDECv5g11629	TC003032
LDECv5g11631	TC003028
LDECv5g11632	TC003027
LDECv5g11633	TC003033
LDECv5g11634	TC003390
LDECv5g11635	TC003034
LDECv5g11636	TC003389
LDECv5g11640	TC032359
LDECv5g11681	TC031757
LDECv5g11683	TC002341
LDECv5g11684	TC031755
LDECv5g11695	TC003293
LDECv5g11696	TC010373
LDECv5g11698	TC002356
LDECv5g11699	TC003396
LDECv5g11700	TC003883
LDECv5g11701	TC032592
LDECv5g11702	TC005830
LDECv5g11703	TC031122
LDECv5g11705	TC031030
LDECv5g11706	TC002522
LDECv5g11707	TC010369
LDECv5g11708	TC010372
LDECv5g11712	TC003057
LDECv5g11722	TC009172
LDECv5g11724	TC034736
LDECv5g11725	TC014984
LDECv5g11726	TC015598
LDECv5g11727	TC030906
LDECv5g11730	TC015595
LDECv5g11737	TC010125
LDECv5g11738	TC015123
LDECv5g11740	TC015831
LDECv5g11741	TC015312
LDECv5g11742	TC015419
LDECv5g11743	TC015907
LDECv5g11746	TC015313
LDECv5g11747	TC006103
LDECv5g11749	TC004566
LDECv5g11750	TC006049
LDECv5g11751	TC006048
LDECv5g11753	TC015191
LDECv5g11754	TC030699
LDECv5g11760	TC008914
LDECv5g11770	TC015193
LDECv5g11772	TC003655
LDECv5g11774	TC015323
LDECv5g11775	TC009045
LDECv5g11776	TC033680
LDECv5g11777	TC009075
LDECv5g11787	TC030720
LDECv5g11788	TC002777
LDECv5g11789	TC015607
LDECv5g11790	TC033317
LDECv5g11791	TC015785
LDECv5g11792	TC003306
LDECv5g11793	TC015309
LDECv5g11795	TC033352
LDECv5g11796	TC015407
LDECv5g11797	TC015408
LDECv5g11798	TC007535
LDECv5g11799	TC015308
LDECv5g11800	TC033319
LDECv5g11801	TC009820
LDECv5g11802	TC009821
LDECv5g11804	TC009822
LDECv5g11805	TC009044
LDECv5g11807	TC015710
LDECv5g11808	TC034794
LDECv5g11809	TC031770
LDECv5g11811	TC033332
LDECv5g11812	TC015439
LDECv5g11814	TC015632
LDECv5g11816	TC015197
LDECv5g11817	TC015512
LDECv5g11819	TC015379
LDECv5g11820	TC015207
LDECv5g11822	TC031865
LDECv5g11823	TC001473
LDECv5g11824	TC015205
LDECv5g11825	TC015671
LDECv5g11826	TC015403
LDECv5g11828	TC015440
LDECv5g11831	TC033331
LDECv5g11833	TC030044
LDECv5g11834	TC033408
LDECv5g11835	TC015428
LDECv5g11837	TC015299
LDECv5g11838	TC030909
LDECv5g11839	TC030666
LDECv5g11841	TC015204
LDECv5g11842	TC015499
LDECv5g11843	TC030899
LDECv5g11851	TC014202
LDECv5g11858	TC031149
LDECv5g11859	TC011383
LDECv5g11866	TC011087
LDECv5g11867	TC000627
LDECv5g11868	TC000626
LDECv5g12205	TC009574
LDECv5g12207	TC014418
LDECv5g12209	TC013381
LDECv5g12210	TC014419
LDECv5g12214	TC013314
LDECv5g12216	TC033086
LDECv5g12224	TC031972
LDECv5g12226	TC013327
LDECv5g12227	TC013328
LDECv5g12228	TC013712
LDECv5g12229	TC013713
LDECv5g12230	TC000621
LDECv5g12231	TC013714
LDECv5g12232	TC014546
LDECv5g12233	TC014151
LDECv5g12235	TC000222
LDECv5g12238	TC000221
LDECv5g12253	TC004492
LDECv5g12256	TC032011
LDECv5g12258	TC004493
LDECv5g12261	TC004496
LDECv5g12262	TC004886
LDECv5g12264	TC004497
LDECv5g12265	TC004241
LDECv5g12266	TC011056
LDECv5g12268	TC001512
LDECv5g12269	TC001541
LDECv5g12278	TC002055
LDECv5g12285	TC011362
LDECv5g12286	TC011115
LDECv5g12291	TC011404
LDECv5g12292	TC004868
LDECv5g12297	TC004871
LDECv5g12298	TC004512
LDECv5g12300	TC004873
LDECv5g12301	TC004511
LDECv5g12302	TC000982
LDECv5g12304	TC034023
LDECv5g12314	TC000981
LDECv5g12316	TC000979
LDECv5g12318	TC030731
LDECv5g12319	TC000603
LDECv5g12321	TC000605
LDECv5g12329	TC004520
LDECv5g12330	TC004865
LDECv5g12340	TC004080
LDECv5g12345	TC011390
LDECv5g12346	TC011389
LDECv5g12347	TC011085
LDECv5g12348	TC011388
LDECv5g12349	TC011086
LDECv5g12350	TC016207
LDECv5g12351	TC016221
LDECv5g12352	TC015467
LDECv5g12353	TC031331
LDECv5g12356	TC011406
LDECv5g12357	TC011075
LDECv5g12359	TC031402
LDECv5g12360	TC011408
LDECv5g12361	TC034906
LDECv5g12362	TC011069
LDECv5g12366	TC010403
LDECv5g12368	TC010437
LDECv5g12370	TC015953
LDECv5g12371	TC013013
LDECv5g12375	TC030551
LDECv5g12376	TC030698
LDECv5g12377	TC031495
LDECv5g12378	TC014435
LDECv5g12379	TC030665
LDECv5g12380	TC033271
LDECv5g12381	TC033270
LDECv5g12382	TC014798
LDECv5g12393	TC014795
LDECv5g12397	TC006385
LDECv5g12399	TC010453
LDECv5g12401	TC031143
LDECv5g12403	TC010454
LDECv5g12404	TC010410
LDECv5g12406	TC010458
LDECv5g12408	TC013036
LDECv5g12416	TC014087
LDECv5g12417	TC014086
LDECv5g12419	TC013707
LDECv5g12420	TC014084
LDECv5g12421	TC013708
LDECv5g12422	TC013561
LDECv5g12423	TC013560
LDECv5g12424	TC013559
LDECv5g12425	TC033106
LDECv5g12426	TC033107
LDECv5g12427	TC014254
LDECv5g12428	TC013486
LDECv5g12430	TC016219
LDECv5g12437	TC015919
LDECv5g12438	TC001511
LDECv5g12439	TC011317
LDECv5g12440	TC002667
LDECv5g12441	TC003775
LDECv5g12445	TC032543
LDECv5g12450	TC031400
LDECv5g12453	TC011120
LDECv5g12454	TC011127
LDECv5g12455	TC011350
LDECv5g12458	TC011349
LDECv5g12463	TC011058
LDECv5g12464	TC011418
LDECv5g12465	TC011059
LDECv5g12466	TC011417
LDECv5g12469	TC011064
LDECv5g12472	TC011068
LDECv5g12481	TC013746
LDECv5g12484	TC010451
LDECv5g12485	TC010452
LDECv5g12486	TC010414
LDECv5g12487	TC010450
LDECv5g12489	TC010449
LDECv5g12491	TC013350
LDECv5g12492	TC014464
LDECv5g12493	TC010457
LDECv5g12494	TC010409
LDECv5g12495	TC010456
LDECv5g12496	TC010413
LDECv5g12497	TC013529
LDECv5g12498	TC010431
LDECv5g12499	TC010455
LDECv5g12500	TC030556
LDECv5g12502	TC004436
LDECv5g12506	TC001232
LDECv5g12515	TC013313
LDECv5g12516	TC014495
LDECv5g12517	TC014413
LDECv5g12518	TC000615
LDECv5g12520	TC013931
LDECv5g12521	TC003708
LDECv5g12522	TC009923
LDECv5g12523	TC013776
LDECv5g12524	TC013774
LDECv5g12525	TC014055
LDECv5g12526	TC014029
LDECv5g12527	TC013531
LDECv5g12529	TC013743
LDECv5g12530	TC011889
LDECv5g12532	TC013737
LDECv5g12533	TC014026
LDECv5g12535	TC013738
LDECv5g12536	TC013777
LDECv5g12537	TC033023
LDECv5g12538	TC033082
LDECv5g12542	TC014143
LDECv5g12548	TC014142
LDECv5g12551	TC034692
LDECv5g12552	TC030621
LDECv5g12553	TC033144
LDECv5g12555	TC014023
LDECv5g12556	TC014780
LDECv5g12557	TC013390
LDECv5g12559	TC014410
LDECv5g12560	TC034898
LDECv5g12564	TC001119
LDECv5g12565	TC001118
LDECv5g12566	TC000440
LDECv5g12571	TC000441
LDECv5g12572	TC001116
LDECv5g12573	TC001115
LDECv5g12574	TC000442
LDECv5g12575	TC001114
LDECv5g12576	TC000443
LDECv5g12577	TC000446
LDECv5g12578	TC013119
LDECv5g12580	TC004433
LDECv5g12581	TC000771
LDECv5g12582	TC000790
LDECv5g12584	TC032177
LDECv5g12587	TC032062
LDECv5g12588	TC010464
LDECv5g12598	TC033104
LDECv5g12600	TC014045
LDECv5g12601	TC013747
LDECv5g12603	TC014103
LDECv5g12604	TC013702
LDECv5g12606	TC014105
LDECv5g12607	TC013019
LDECv5g12608	TC013011
LDECv5g12609	TC014390
LDECv5g12611	TC034533
LDECv5g12612	TC032174
LDECv5g12613	TC000449
LDECv5g12619	TC001110
LDECv5g12620	TC032172
LDECv5g12622	TC000830
LDECv5g12626	TC000829
LDECv5g12628	TC010915
LDECv5g12629	TC007068
LDECv5g12631	TC031000
LDECv5g12633	TC000784
LDECv5g12634	TC000779
LDECv5g12635	TC032034
LDECv5g12637	TC009147
LDECv5g12638	TC008237
LDECv5g12639	TC000773
LDECv5g12640	TC000063
LDECv5g12641	TC014110
LDECv5g12647	TC008716
LDECv5g12649	TC013392
LDECv5g12650	TC014417
LDECv5g12652	TC013395
LDECv5g12653	TC013393
LDECv5g12654	TC033155
LDECv5g12656	TC014405
LDECv5g12657	TC014404
LDECv5g12658	TC010432
LDECv5g12659	TC010438
LDECv5g12662	TC014772
LDECv5g12663	TC013035
LDECv5g12664	TC033152
LDECv5g12667	TC014000
LDECv5g12668	TC010444
LDECv5g12669	TC010427
LDECv5g12670	TC014767
LDECv5g12671	TC030724
LDECv5g12677	TC014416
LDECv5g12678	TC013384
LDECv5g12679	TC033157
LDECv5g12684	TC013355
LDECv5g12686	TC014457
LDECv5g12687	TC008002
LDECv5g12688	TC006380
LDECv5g12693	TC013385
LDECv5g12694	TC013386
LDECv5g12696	TC014494
LDECv5g12697	TC013356
LDECv5g12698	TC009436
LDECv5g12699	TC014412
LDECv5g12700	TC013382
LDECv5g12701	TC013353
LDECv5g12702	TC014459
LDECv5g12703	TC014460
LDECv5g12704	TC014461
LDECv5g12706	TC014463
LDECv5g12707	TC013351
LDECv5g12709	TC014402
LDECv5g12715	TC002922
LDECv5g12716	TC003527
LDECv5g12720	TC003627
LDECv5g12722	TC032445
LDECv5g12724	TC002805
LDECv5g12726	TC002804
LDECv5g12727	TC002803
LDECv5g12728	TC008017
LDECv5g12730	TC032448
LDECv5g12733	TC032451
LDECv5g12734	TC003637
LDECv5g12747	TC002792
LDECv5g12752	TC003641
LDECv5g12753	TC003642
LDECv5g12754	TC002791
LDECv5g12755	TC010768
LDECv5g12757	TC002496
LDECv5g12764	TC032347
LDECv5g12765	TC001451
LDECv5g12771	TC010561
LDECv5g12778	TC008697
LDECv5g12779	TC014517
LDECv5g12780	TC013293
LDECv5g12781	TC015960
LDECv5g12782	TC034774
LDECv5g12784	TC004274
LDECv5g12786	TC033605
LDECv5g12787	TC009371
LDECv5g12788	TC008717
LDECv5g12789	TC009502
LDECv5g12793	TC010105
LDECv5g12794	TC009901
LDECv5g12797	TC009675
LDECv5g12800	TC009995
LDECv5g12802	TC014519
LDECv5g12803	TC015893
LDECv5g12809	TC033609
LDECv5g12820	TC000109
LDECv5g12821	TC009491
LDECv5g12822	TC009319
LDECv5g12823	TC009318
LDECv5g12824	TC009492
LDECv5g12825	TC009316
LDECv5g12827	TC034751
LDECv5g12829	TC009315
LDECv5g12830	TC009496
LDECv5g12831	TC009314
LDECv5g12832	TC033550
LDECv5g12833	TC009311
LDECv5g12834	TC009499
LDECv5g12836	TC009495
LDECv5g12837	TC009494
LDECv5g12840	TC004678
LDECv5g12841	TC009504
LDECv5g12842	TC009501
LDECv5g12843	TC030561
LDECv5g12846	TC009309
LDECv5g12847	TC009308
LDECv5g12851	TC009503
LDECv5g12853	TC033553
LDECv5g12855	TC009506
LDECv5g12858	TC033871
LDECv5g12866	TC008936
LDECv5g12869	TC000364
LDECv5g12871	TC009902
LDECv5g12872	TC008759
LDECv5g12873	TC010062
LDECv5g12875	TC033785
LDECv5g12879	TC033783
LDECv5g12881	TC033784
LDECv5g12885	TC010046
LDECv5g12887	TC008784
LDECv5g12888	TC001568
LDECv5g12889	TC001575
LDECv5g12890	TC000039
LDECv5g12891	TC000140
LDECv5g12892	TC000139
LDECv5g12893	TC000040
LDECv5g12899	TC000131
LDECv5g12900	TC034596
LDECv5g12906	TC002495
LDECv5g12907	TC003917
LDECv5g12916	TC011091
LDECv5g12917	TC003916
LDECv5g12918	TC002492
LDECv5g12919	TC006028
LDECv5g12920	TC002493
LDECv5g12921	TC003915
LDECv5g12922	TC032634
LDECv5g12923	TC002494
LDECv5g12925	TC031877
LDECv5g12927	TC010961
LDECv5g12928	TC010483
LDECv5g12929	TC007103
LDECv5g12930	TC002881
LDECv5g12936	TC010479
LDECv5g12937	TC010478
LDECv5g12938	TC010482
LDECv5g12939	TC010481
LDECv5g12941	TC010480
LDECv5g12944	TC010332
LDECv5g12945	TC010379
LDECv5g12947	TC032630
LDECv5g12948	TC002499
LDECv5g12950	TC000108
LDECv5g12952	TC000107
LDECv5g12954	TC010322
LDECv5g12955	TC010324
LDECv5g12956	TC010323
LDECv5g12957	TC032604
LDECv5g12958	TC002138
LDECv5g12963	TC002123
LDECv5g12964	TC001151
LDECv5g12965	TC003458
LDECv5g12970	TC003453
LDECv5g12972	TC010214
LDECv5g12976	TC008639
LDECv5g12978	TC002919
LDECv5g12979	TC032710
LDECv5g12983	TC003417
LDECv5g12988	TC010546
LDECv5g12989	TC032390
LDECv5g12990	TC003474
LDECv5g12991	TC032387
LDECv5g12992	TC003462
LDECv5g12993	TC003450
LDECv5g12995	TC003525
LDECv5g12996	TC003523
LDECv5g12997	TC010335
LDECv5g12998	TC010336
LDECv5g12999	TC010338
LDECv5g13000	TC030754
LDECv5g13003	TC032593
LDECv5g13004	TC010333
LDECv5g13006	TC002877
LDECv5g13007	TC002968
LDECv5g13008	TC003477
LDECv5g13009	TC000425
LDECv5g13011	TC003556
LDECv5g13013	TC006519
LDECv5g13014	TC002433
LDECv5g13015	TC011325
LDECv5g13016	TC002888
LDECv5g13017	TC003554
LDECv5g13018	TC002889
LDECv5g13020	TC003553
LDECv5g13021	TC002890
LDECv5g13022	TC014550
LDECv5g13023	TC033186
LDECv5g13024	TC013258
LDECv5g13026	TC030601
LDECv5g13028	TC015959
LDECv5g13029	TC033742
LDECv5g13030	TC030765
LDECv5g13031	TC015890
LDECv5g13032	TC015957
LDECv5g13038	TC009787
LDECv5g13039	TC011347
LDECv5g13050	TC009748
LDECv5g13052	TC004272
LDECv5g13063	TC010107
LDECv5g13068	TC009080
LDECv5g13069	TC034804
LDECv5g13070	TC008785
LDECv5g13071	TC008840
LDECv5g13072	TC003748
LDECv5g13075	TC008842
LDECv5g13076	TC009986
LDECv5g13081	TC008844
LDECv5g13082	TC034650
LDECv5g13084	TC033818
LDECv5g13085	TC031464
LDECv5g13087	TC033819
LDECv5g13092	TC002963
LDECv5g13093	TC032389
LDECv5g13095	TC030734
LDECv5g13097	TC002966
LDECv5g13098	TC003504
LDECv5g13099	TC003476
LDECv5g13100	TC003478
LDECv5g13101	TC010502
LDECv5g13115	TC002961
LDECv5g13116	TC032431
LDECv5g13117	TC003250
LDECv5g13118	TC003194
LDECv5g13119	TC002921
LDECv5g13124	TC034574
LDECv5g13126	TC010507
LDECv5g13127	TC010506
LDECv5g13129	TC002984
LDECv5g13131	TC002983
LDECv5g13181	TC031895
LDECv5g13187	TC031003
LDECv5g13189	TC002638
LDECv5g13193	TC002814
LDECv5g13198	TC002813
LDECv5g13200	TC003619
LDECv5g13201	TC003620
LDECv5g13202	TC002812
LDECv5g13203	TC002790
LDECv5g13205	TC003564
LDECv5g13207	TC002880
LDECv5g13208	TC002895
LDECv5g13209	TC003546
LDECv5g13210	TC003548
LDECv5g13212	TC003549
LDECv5g13220	TC032731
LDECv5g13224	TC010377
LDECv5g13225	TC010380
LDECv5g13227	TC003460
LDECv5g13231	TC002980
LDECv5g13232	TC003479
LDECv5g13233	TC002959
LDECv5g13244	TC003561
LDECv5g13245	TC030697
LDECv5g13258	TC014559
LDECv5g13260	TC013871
LDECv5g13262	TC002097
LDECv5g13263	TC013234
LDECv5g13264	TC013142
LDECv5g13265	TC013021
LDECv5g13266	TC013867
LDECv5g13267	TC014793
LDECv5g13268	TC013683
LDECv5g13269	TC014691
LDECv5g13285	TC006216
LDECv5g13287	TC013949
LDECv5g13288	TC013859
LDECv5g13289	TC014005
LDECv5g13290	TC014311
LDECv5g13292	TC033194
LDECv5g13293	TC014582
LDECv5g13294	TC030631
LDECv5g13296	TC010428
LDECv5g13297	TC010443
LDECv5g13298	TC013422
LDECv5g13299	TC014371
LDECv5g13302	TC013874
LDECv5g13303	TC010441
LDECv5g13304	TC013170
LDECv5g13307	TC014373
LDECv5g13319	TC014372
LDECv5g13322	TC014730
LDECv5g13325	TC013087
LDECv5g13326	TC014728
LDECv5g13328	TC014727
LDECv5g13331	TC030107
LDECv5g13332	TC033070
LDECv5g13333	TC014751
LDECv5g13334	TC014752
LDECv5g13335	TC004326
LDECv5g13336	TC014754
LDECv5g13337	TC013061
LDECv5g13338	TC014755
LDECv5g13340	TC013866
LDECv5g13345	TC005066
LDECv5g13346	TC005071
LDECv5g13348	TC014750
LDECv5g13349	TC013940
