Geneid	Uniprot_annotation	Interproscan_annotation	GO_term	KEGG_annotation
LDECv5g05331	ATP-binding cassette subfamily G member 4; Mus musculus	ABC-2 type transporter|ABC-2 type transporter, transmembrane domain|P-loop containing nucleoside triphosphate hydrolases|P-loop containing nucleoside triphosphate hydrolase|P-loop containing nucleoside triphosphate hydrolase|AAA_5|AAA+ ATPase domain|ABC transporters family signature.|ABC transporter-like, conserved site|ABC transporter|ABC transporter-like, ATP-binding domain|ATP-binding cassette, ABC transporter-type domain profile.|ABC transporter-like, ATP-binding domain|ATP-binding cassette sub-family G member 1|ABCG_EPDR	GO:0016020, GO:0140359, GO:0005524, GO:0016887, GO:0005886, GO:0042626, GO:0055085, GO:0022804, GO:0030554, GO:0032559, GO:0043168, GO:0005488, GO:0008150, GO:0097367, GO:0005575, GO:0051234, GO:1901363, GO:0043167, GO:0051179, GO:0003674, GO:1901265, GO:0000166, GO:0015399, GO:0017076, GO:0035639, GO:0032555, GO:0032553, GO:0036094, GO:0022857, GO:0006810, GO:0005215, GO:0032501, GO:0006869, GO:0048609, GO:0009987	K05679
LDECv5g05332	Ras-related protein Rab-30; Mus musculus	rab_sub_5|Ras family|Small GTPase|Transforming protein P21 ras signature|ras_sub_4|small GTPase Rab1 family profile.|P-loop containing nucleoside triphosphate hydrolase|small GTP-binding protein domain|Small GTP-binding domain|small GTPase Ras family profile.|Small GTPase|Ras-related protein Rab-30|rho_sub_3|Small GTPase|ran_sub_2|P-loop containing nucleoside triphosphate hydrolases|P-loop containing nucleoside triphosphate hydrolase	GO:0003924, GO:0005525, GO:0000139, GO:0032482, GO:0007265, GO:0043168, GO:0005488, GO:0065007, GO:0008150, GO:0098588, GO:0097367, GO:0003824, GO:0051641, GO:0009987, GO:0005575, GO:0051234, GO:0051649, GO:0045184, GO:0019001, GO:0032561, GO:1901363, GO:0016787, GO:0016817, GO:0016818, GO:0035556, GO:0046907, GO:0043167, GO:0051179, GO:0033036, GO:0016020, GO:0043227, GO:0003674, GO:0071705, GO:0001882, GO:1901265, GO:0017111, GO:0000166, GO:0031090, GO:0015833, GO:0008104, GO:0015031, GO:0001883, GO:0017076, GO:0032550, GO:0035639, GO:0032555, GO:0016462, GO:0050789, GO:0050794, GO:0032549, GO:0032553, GO:0007165, GO:0007264, GO:0036094, GO:0005802, GO:0006810, GO:0016192, GO:0016043, GO:0006996, GO:0005886, GO:0043226, GO:0098791, GO:0048518, GO:0016482, GO:0005829, GO:0031984, GO:0043231, GO:0043229, GO:0032588, GO:0071840, GO:0006886, GO:0002682, GO:0016050, GO:0097708, GO:0002683	K07917
LDECv5g05333	Polyprenol dehydrogenase; Homo sapiens	Glucose/ribitol dehydrogenase family signature|Short-chain dehydrogenase/reductase SDR|NAD(P)-binding Rossmann-fold domains|NAD(P)-binding domain superfamily|retinol-DH_like_SDR_c_like|short chain dehydrogenase|Short-chain dehydrogenase/reductase SDR	GO:0003824, GO:0005575, GO:0003674, GO:0016491, GO:0016853, GO:0043226, GO:0043229, GO:0008150, GO:0043227, GO:0032501, GO:0043231	NA
LDECv5g05334	Apoptosis-inducing factor 1, mitochondrial; Mus musculus	FAD/NAD(P)-binding domain|FAD/NAD(P)-binding domain superfamily|AIF_C_2|FAD/NAD-linked reductases, dimerisation (C-terminal) domain|FAD/NAD-linked reductase, dimerisation domain superfamily|Pyridine nucleotide-disulphide oxidoreductase|FAD/NAD(P)-binding domain|FAD/NAD(P)-binding domain superfamily|FAD/NAD-linked reductase, dimerisation domain superfamily|FAD-dependent pyridine nucleotide reductase signature|Apoptosis-inducing factor, mitochondrion-associated, C-term|Mitochondrial apoptosis-inducing factor, C-terminal domain|Pyridine nucleotide disulphide reductase class-I signature	GO:0005737, GO:0005739, GO:0006915, GO:0012501, GO:0016174, GO:0016651, GO:0033108, GO:0071949, GO:0016491, GO:0046983, GO:0043168, GO:0005488, GO:0065007, GO:0008150, GO:0003824, GO:0009987, GO:0005575, GO:0050660, GO:1901363, GO:0043229, GO:0043167, GO:0016020, GO:0008152, GO:0003674, GO:1901265, GO:0000166, GO:0031090, GO:0042221, GO:0050896, GO:0036094, GO:0070013, GO:0031974, GO:0043233, GO:0043226, GO:0065008, GO:0016709, GO:0006810, GO:0043227, GO:0098588, GO:0050789, GO:0050794, GO:0031970, GO:0071840, GO:0009605	K04727
LDECv5g05335	NA	DM4/DM12 family|Protein of unknown function DM4/12	GO:0003824, GO:0005575, GO:0005576, GO:0003674, GO:0008233, GO:0140096, GO:0090729, GO:0004175, GO:0016787, GO:0065007	NA
LDECv5g05336	V-type proton ATPase 21 kDa proteolipid subunit c''; Mus musculus	F1F0 ATP synthase subunit C|F/V-ATP synthase subunit C superfamily|ATP synthase subunit C|V-ATPase proteolipid subunit C-like domain|ATP-synt_Vo_c_ATP6F_rpt1|F/V-ATP synthase subunit C superfamily|ATP-synt_Vo_c_ATP6F_rpt2|V-type proton ATPase proteolipid subunit|Vacuolar ATP synthase 16kDa subunit signature|V-ATPase proteolipid subunit	GO:0015078, GO:0033177, GO:1902600, GO:0033179, GO:0046961, GO:0008324, GO:0006812, GO:0005575, GO:0022857, GO:0005215, GO:0022804, GO:0003674, GO:0032991, GO:0016020, GO:0098655, GO:0006811, GO:0022853, GO:0008150, GO:0015075	K03661
LDECv5g05337	NA	NA	GO:0005575, GO:0016020	NA
LDECv5g05338	Zinc finger BED domain-containing protein 5; Bos taurus	NA	GO:0003677, GO:0003700, GO:0005488, GO:0008150, GO:0005575, GO:1901363, GO:0043231, GO:0043229, GO:0043227, GO:0003674, GO:0003676, GO:0005634, GO:0043226, GO:0140110, GO:0009889, GO:0065007, GO:0009987	NA
LDECv5g05339	NA	Ig-like domain profile.|Immunoglobulin-like domain|Beat-IIIc, isoform A|Immunoglobulin|Immunoglobulin-like domain superfamily|Immunoglobulins|Immunoglobulin-like fold	GO:0008150, GO:0009987, GO:0005575, GO:0003674, GO:0008152, GO:0005488, GO:0050789	NA
LDECv5g05340	Zinc finger protein 593; Xenopus tropicalis	Classic Zinc Finger|ZnF_U1_5|Matrin/U1-C-like, C2H2-type zinc finger|Zinc finger protein 593|beta-beta-alpha zinc fingers|Zinc finger C2H2 superfamily|Zinc finger C2H2 type domain signature.|Zinc finger C2H2-type|Zinc-finger double-stranded RNA-binding|Zinc finger, double-stranded RNA binding|Zinc finger C2H2 type domain profile.|Zinc finger C2H2-type	GO:0003676, GO:0008270, GO:0006405, GO:0005488, GO:0008150, GO:0043169, GO:0051641, GO:0005575, GO:0051234, GO:0051649, GO:0051656, GO:0045184, GO:0006886, GO:0046907, GO:0043167, GO:0051179, GO:0033036, GO:0046872, GO:0003674, GO:0071705, GO:0051168, GO:0051169, GO:0006913, GO:0015833, GO:0030684, GO:0030687, GO:0006611, GO:0008104, GO:0015031, GO:0031503, GO:0000055, GO:0000054, GO:0033750, GO:0046914, GO:0006810, GO:0050657, GO:0050789, GO:0051640, GO:0015931, GO:0043023, GO:0050658, GO:0044877, GO:0065007, GO:1901363, GO:0051236	K14821
LDECv5g05341	Serine--tRNA synthetase-like protein Slimp; Drosophila melanogaster	tRNA synthetase class II core domain (G, H, P, S and T)|Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)|Serine-tRNA synthetase, type1, N-terminal domain superfamily|tRNA-binding arm|Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm|Bira Bifunctional Protein; Domain 2|Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)|Ser-tRNA_ligase|Serine-tRNA ligase, type1|Class II aaRS and biotin synthetases|Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	GO:0000166, GO:0004812, GO:0005524, GO:0006418, GO:0004828, GO:0006434, GO:0005575, GO:0005739, GO:0003674, GO:0005488, GO:0043227	K01875
LDECv5g05342	Dynein axonemal heavy chain 1; Mus musculus	Putative dynein heavy chain|dynein heavy chain 7, axonemal|Dynein axonemal heavy chain 5|Dynein heavy chain, C-terminal domain, barrel region|ATP-binding dynein motor region|Dynein heavy chain, ATP-binding dynein motor region|Dynein heavy chain C-terminal domain|Dynein heavy chain, C-terminal domain|P-loop containing dynein motor region D4|Dynein heavy chain, AAA module D4|P-loop containing nucleoside triphosphate hydrolase|Dynein, axonemal, heavy chain 6|Dynein heavy chain region D6 P-loop domain|Dynein heavy chain, D6 P-loop domain|Dynein heavy chain AAA lid domain|Dynein heavy chain, AAA lid domain|Microtubule-binding stalk of dynein motor|Dynein heavy chain, coiled coil stalk|Region D6 of dynein motor|Dynein heavy chain, AAA lid domain superfamily	GO:0007018, GO:0030286, GO:0045505, GO:0051959, GO:0008569, GO:0008150, GO:0009987, GO:0005575, GO:0003674, GO:0043226, GO:0006996, GO:0050789, GO:0040011, GO:0016043, GO:0071840, GO:0008152, GO:0043229, GO:0048870, GO:0005488, GO:0016787, GO:0065007, GO:0050794, GO:0032991, GO:0003824, GO:0043227, GO:0048518, GO:0032501, GO:0005737, GO:0007017	NA
LDECv5g05343	Toll-like receptor Tollo; Drosophila melanogaster	LRR_typ_2|Leucine-rich repeat, typical subtype|Ribonuclease Inhibitor|Leucine-rich repeat domain superfamily|BspA type Leucine rich repeat region (6 copies)|BspA-type LRR region|Leucine rich repeat|Leucine-rich repeat|L domain-like	GO:0005515, GO:0031012, GO:0005575	NA
LDECv5g05344	Insulin-like growth factor-binding protein complex acid labile subunit; Papio hamadryas	Ribonuclease Inhibitor|Leucine-rich repeat domain superfamily|Leucine-rich repeat profile.|Leucine-rich repeat|LRR_typ_2|Leucine-rich repeat, typical subtype|Leucine rich repeat|Leucine-rich repeat|L domain-like|BspA type Leucine rich repeat region (6 copies)|BspA-type LRR region	GO:0005515, GO:0005575, GO:0009986, GO:0016020	NA
LDECv5g05345	Transposon TX1 uncharacterized 82 kDa protein; Xenopus laevis	Zinc finger CCHC-type profile.|Zinc finger, CCHC-type|Retrovirus zinc finger-like domains|Zinc finger, CCHC-type superfamily	GO:0003676, GO:0008270, GO:0065007, GO:0008150, GO:0009987, GO:0005575, GO:0043170, GO:0008152, GO:0003674, GO:0050789, GO:0050794, GO:0009889, GO:0010556, GO:0060255, GO:0019222, GO:0044238, GO:0005488, GO:0048518, GO:0051128, GO:0043229, GO:0044087, GO:0036211, GO:0080090, GO:0043226, GO:0043231, GO:0006275, GO:0043227, GO:0043412	NA
LDECv5g05346	Growth hormone secretagogue receptor type 1; Sus scrofa	G-protein coupled receptors family 1 profile.|GPCR, rhodopsin-like, 7TM|Rhodopsin-like GPCR superfamily signature|G protein-coupled receptor, rhodopsin-like|Family A G protein-coupled receptor-like|G-protein coupled receptors family 1 signature.|G protein-coupled receptor, rhodopsin-like|7 transmembrane receptor (rhodopsin family)|G protein-coupled receptor, rhodopsin-like	GO:0016020, GO:0004930, GO:0007186, GO:0008150, GO:0005575, GO:0060089, GO:0003674, GO:0005886, GO:0038023, GO:0004888, GO:0065007, GO:0050789, GO:0051234, GO:0050877, GO:0032501, GO:0120025, GO:0003008, GO:0006810, GO:0031090, GO:0098590, GO:0042995, GO:0007610	NA
LDECv5g05347	NA	NA	GO:0008150, GO:0009987, GO:0040011	NA
LDECv5g05348	Dynein axonemal heavy chain 1; Mus musculus	NA	GO:0065007, GO:0008150, GO:0005575, GO:0003674, GO:0050789, GO:0005488, GO:0043229, GO:0043226, GO:0043231, GO:0043227, GO:0019222	NA
LDECv5g05349	NA	Domain of unknown function (DUF4592)|Domain of unknown function DUF4592	GO:0065007, GO:0008150, GO:0051641, GO:0009987, GO:0005575, GO:0043226, GO:0048518, GO:0048522, GO:0050789, GO:0051726, GO:0050794, GO:0003785, GO:0016043, GO:0043229, GO:0016020, GO:0032879, GO:0051179, GO:0098857, GO:0043227, GO:0045787, GO:0045121, GO:0051649, GO:0032465, GO:0051640, GO:0019899, GO:0022607, GO:0003674, GO:0071840, GO:0043231, GO:0006996, GO:0043228, GO:0005488, GO:0043232, GO:1904170, GO:0000776, GO:0006513, GO:0050896, GO:0051234, GO:1902412, GO:0001731, GO:1901987	NA
LDECv5g05350	Cilia- and flagella-associated protein 52; Homo sapiens	Trp-Asp (WD) repeats circular profile.|Predicted protein|WD domain, G-beta repeat|WD40 repeat|YWTD domain|Trp-Asp (WD) repeats profile.|WD40 repeat|Trp-Asp (WD) repeats signature.|WD40 repeat, conserved site|WD40/YVTN repeat-like-containing domain superfamily|Quinoprotein alcohol dehydrogenase-like|Quinoprotein alcohol dehydrogenase-like superfamily|WD40|WD40_4|WD40 repeat	GO:0005515, GO:0005488, GO:0065007, GO:0008150, GO:0071840, GO:0005575, GO:0043232, GO:0043229, GO:0003674, GO:0043228, GO:0043226, GO:0050789, GO:0016043, GO:0048519, GO:0009987, GO:0090066, GO:0022607, GO:0050794, GO:0048583, GO:1901363, GO:0005737	K24728
LDECv5g05351	NEDD4 family-interacting protein 1; Homo sapiens	NEDD4/Bsd2|NDFIP-like	GO:0007034, GO:0030001, GO:0005783, GO:0005794, GO:0006511, GO:0031398, GO:0048471, GO:0050699, GO:0098588, GO:0005575, GO:0016020, GO:0048519, GO:0048585, GO:0048583, GO:0065007, GO:0031090, GO:0002682, GO:0008150, GO:0050794, GO:0006810, GO:0050789, GO:0000018, GO:0033644, GO:0016192, GO:1904950, GO:0032101, GO:0051179, GO:0051234, GO:0010604, GO:0000139, GO:0005488, GO:0050728, GO:0006508, GO:0032713, GO:0009893, GO:0050776, GO:0051224	K25839
LDECv5g05352	Equilibrative nucleoside transporter 3; Bos taurus	MFS general substrate transporter like domains|MFS transporter superfamily|ENT|Equilibrative nucleoside transporter|MFS general substrate transporter|MFS transporter superfamily|Delayed-early response protein/equilibrative nucleoside transporter signature|Equilibrative nucleoside transporter|Nucleoside transporter|Equilibrative nucleoside transporter	GO:0005337, GO:0005886, GO:0016020, GO:1901642, GO:0008150, GO:0098588, GO:0005575, GO:0005789, GO:0051179, GO:0015932, GO:0031090, GO:0051234, GO:0006810, GO:0008152, GO:0003674, GO:0006811	K15014
LDECv5g05353	Juvenile hormone acid O-methyltransferase; Bombyx mori	AdoMet_MTases|Vaccinia Virus protein VP39|S-adenosyl-L-methionine-dependent methyltransferase superfamily|Methyltransferase domain|S-adenosyl-L-methionine-dependent methyltransferases|S-adenosyl-L-methionine-dependent methyltransferase superfamily	GO:0008173, GO:0008757, GO:0003824, GO:0008168, GO:0003674, GO:0016740, GO:0016741, GO:0009451, GO:0043226, GO:0016423, GO:0140098, GO:0005575, GO:0043412	K10718
LDECv5g05354	Probable protein S-acyltransferase 23; Arabidopsis thaliana	DHHC domain profile.|Ankyrin repeat profile.|Ankyrin repeat|Ankyrin repeat|Ankyrin repeat|Ankyrin repeat-containing domain superfamily|Ankyrin repeat-containing domain superfamily|Ankyrin repeats (3 copies)|Ankyrin repeat|DHHC palmitoyltransferase|Palmitoyltransferase, DHHC domain|Ankyrin repeat region circular profile.|ANK_2a|Ankyrin repeat	GO:0005515, GO:0000139, GO:0016409, GO:0018345, GO:0016417, GO:0008150, GO:0098588, GO:0003824, GO:0140096, GO:0005575, GO:0005783, GO:0051234, GO:0043229, GO:0051179, GO:0033036, GO:0043412, GO:0016020, GO:0008152, GO:0003674, GO:0031090, GO:0006497, GO:0008104, GO:0019538, GO:0036211, GO:0019707, GO:0019706, GO:0016740, GO:0016747, GO:0006810, GO:0043170, GO:0043226, GO:0015833, GO:0005794, GO:0009987, GO:0005789, GO:0043227, GO:0016746, GO:0043231, GO:0071705, GO:0005488, GO:0044238, GO:0015031, GO:0043543, GO:0051641, GO:0045184, GO:0072657	K20032
LDECv5g05355	Glucosamine-6-phosphate deaminase; Aedes aegypti	glucosamine-6-phosphate deaminase|Glucosamine-6-phosphate isomerase|Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase|Glucosamine/galactosamine-6-phosphate isomerase|Glucosamine-6-phosphate isomerase|Glucosamine-6-phosphate deaminase [nagB].|Glucosamine-6-phosphate isomerase|Glucosamine/galactosamine-6-phosphate isomerases signature.|Glucosamine-6-phosphate isomerase, conserved site|NagB/RpiA/CoA transferase-like|NagB/RpiA transferase-like|GlcN6P_deaminase|Glucosamine-6-phosphate isomerase	GO:0004342, GO:0006044, GO:0005975, GO:0005737, GO:0006043, GO:0006046, GO:0019262, GO:0042802, GO:0046348, GO:0006040, GO:0008150, GO:1901136, GO:1901135, GO:0046395, GO:0019752, GO:0009056, GO:0003824, GO:0009987, GO:0005575, GO:0019239, GO:0006041, GO:1901072, GO:0016787, GO:0016860, GO:0016861, GO:0016853, GO:0008152, GO:0003674, GO:0016054, GO:0006082, GO:0043436, GO:0044238, GO:0044282, GO:0044281, GO:0006793, GO:0006047, GO:0009225, GO:0006048, GO:0006139, GO:0005488, GO:0055086, GO:0006054, GO:0009226, GO:0006091, GO:0009058, GO:0046349, GO:0017001, GO:0034654, GO:0016999	K02564
LDECv5g05356	Peflin; Mus musculus	efh_1|EF-hand domain|EFh_PEF_peflin|EF-hand calcium-binding domain profile.|EF-hand domain|EF-hand|EF-hand domain pair|EF-hand calcium-binding domain.|EF-Hand 1, calcium-binding site|EF-hand domain pair|EF-hand domain	GO:0005509, GO:0005488, GO:0043169, GO:0043167, GO:0046872, GO:0003674, GO:0005575	K23905
LDECv5g05357	Translation initiation factor eIF2B subunit delta; Oryctolagus cuniculus	NagB/RpiA/CoA transferase-like|NagB/RpiA transferase-like|Initiation factor 2 subunit family|Initiation factor 2B-related|Initiation factor 2B-like, C-terminal	GO:0005488, GO:0008150, GO:0009987, GO:0005575, GO:0003674, GO:0005515, GO:0140096, GO:0043170, GO:0016787, GO:0032991	K03680
LDECv5g05358	Proteasome inhibitor PI31 subunit; Drosophila melanogaster	PI31 proteasome regulator N-terminal|PI31 proteasome regulator, N-terminal	GO:0004866, GO:0006511, GO:0043161, GO:0070628, GO:0065007, GO:0008150, GO:0009987, GO:0005575, GO:0008152, GO:0006996, GO:0043170, GO:0050789, GO:0065008, GO:0044238, GO:0051234	K06700
LDECv5g05359	NA	NA	GO:0065007, GO:0008150, GO:0005575, GO:0043231, GO:0005634, GO:0043226, GO:0048518, GO:0050789, GO:0009987, GO:0043227, GO:0048522, GO:0043229, GO:0003674, GO:0005737, GO:0050794, GO:0065009	NA
LDECv5g05360	Liprin-beta-1; Mus musculus	Sterile alpha motif/pointed domain superfamily|SAM domain profile.|Sterile alpha motif domain|SAM domain (Sterile alpha motif)|Sterile alpha motif domain|SAM/Pointed domain|Sterile alpha motif/pointed domain superfamily|SAM_4|Sterile alpha motif domain|SAM_liprin-beta1,2_repeat2|Liprin-beta-1/2, SAM domain 2|Liprin beta, coiled-coil domain|Liprin-beta-1/2, coiled-coil domain|SAM_liprin-beta1,2_repeat1|Liprin-beta-1/2, SAM domain 1|Liprin-beta-1 isoform 1|SAM_liprin-beta1,2_repeat3|Liprin-beta-1/2, SAM domain 3	GO:0005515, GO:0007528, GO:0048786, GO:0050808, GO:0043229, GO:0043226, GO:0033043, GO:0005575, GO:0043227, GO:0043228, GO:0065007, GO:0043231, GO:0043232, GO:0008150, GO:0006996, GO:0043167, GO:0050794, GO:0050789	K27096
LDECv5g05361	Testis-specific serine/threonine-protein kinase 1; Homo sapiens	Protein kinase-like (PK-like)|Protein kinase-like domain superfamily|serkin_6|Protein kinase domain|Protein kinase domain|Protein kinase domain profile.|Protein kinase domain|Transferase(Phosphotransferase) domain 1|STKc_TSSK-like|Protein kinases ATP-binding region signature.|Protein kinase, ATP binding site|testis-specific serine/threonine-protein kinase 1	GO:0004672, GO:0005524, GO:0006468, GO:0000226, GO:0004674, GO:0005737, GO:0035556, GO:0050321, GO:0030554, GO:0032559, GO:0043168, GO:0005488, GO:0065007, GO:0008150, GO:0097367, GO:0003824, GO:0140096, GO:0009987, GO:0005575, GO:1901363, GO:0043229, GO:0043167, GO:0016301, GO:0043170, GO:0043412, GO:0043227, GO:0008152, GO:0003674, GO:1901265, GO:0000166, GO:0043226, GO:0006796, GO:0006793, GO:0016310, GO:0016773, GO:0044238, GO:0019538, GO:0036211, GO:0017076, GO:0035639, GO:0032555, GO:0050789, GO:0050794, GO:0032553, GO:0036094, GO:0016740, GO:0016772, GO:0005634, GO:0007165, GO:0019222, GO:0032879, GO:0043231	K08811
LDECv5g05362	DNA-directed RNA polymerases I and III subunit RPAC2; Drosophila melanogaster	RNA polymerase Rpb3/Rpb11 dimerisation domain|DNA-directed RNA polymerase, RBP11-like dimerisation domain|RNAP_I_III_AC19|DNA-directed RNA polymerases I and III subunit AC19|RNA polymerases L / 13 to 16 Kd subunits signature.|DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site|RNA polymerase, RBP11-like subunit|RBP11-like subunits of RNA polymerase|RNA polymerase, RBP11-like subunit|DNA-directed RNA polymerase subunit Rpo11 [rpo11].|DNA-directed RNA polymerase subunit Rpo11-like	GO:0003899, GO:0005666, GO:0005736, GO:0006362, GO:0006383, GO:0006351, GO:0046983, GO:0003677, GO:0034062, GO:0032774, GO:0016070, GO:0097747, GO:0005488, GO:0008150, GO:0009058, GO:0003824, GO:0140098, GO:0009987, GO:0003674, GO:0090304, GO:0034654, GO:0006139, GO:0016779, GO:0044238, GO:0016740, GO:0016772, GO:0043170, GO:0008152, GO:0032991, GO:0009059, GO:1901363, GO:1990234, GO:0055029, GO:0005575	K03020
