Ldecemlineata	Dmelanogaster
LDECv5g08127	FBgn0053505
LDECv5g08128	FBgn0032509
LDECv5g08131	FBgn0023542
LDECv5g08137	FBgn0038977
LDECv5g08144	FBgn0032398
LDECv5g08149	FBgn0019925
LDECv5g08150	FBgn0022224
LDECv5g08159	FBgn0039755
LDECv5g08160	FBgn0036436
LDECv5g08166	FBgn0011674
LDECv5g08171	FBgn0052549
LDECv5g08185	FBgn0033526
LDECv5g08189	FBgn0030611
LDECv5g08193	FBgn0015331
LDECv5g08204	FBgn0034821
LDECv5g08205	FBgn0028400
LDECv5g08206	FBgn0039704
LDECv5g08229	FBgn0030000
LDECv5g08230	FBgn0034138
LDECv5g08231	FBgn0030358
LDECv5g08232	FBgn0037802
LDECv5g08234	FBgn0029719
LDECv5g08335	FBgn0003089
LDECv5g08341	FBgn0014340
LDECv5g08350	FBgn0024288
LDECv5g08352	FBgn0035518
LDECv5g08357	FBgn0062517
LDECv5g08359	FBgn0027057
LDECv5g08362	FBgn0020909
LDECv5g08368	FBgn0033688
LDECv5g08416	FBgn0030239
LDECv5g08431	FBgn0019972
LDECv5g08433	FBgn0024291
LDECv5g08455	FBgn0038195
LDECv5g08463	FBgn0040696
LDECv5g08466	FBgn0033485
LDECv5g08468	FBgn0267977
LDECv5g08469	FBgn0264291
LDECv5g08485	FBgn0038968
LDECv5g08496	FBgn0288976
LDECv5g08499	FBgn0031403
LDECv5g08500	FBgn0029892
LDECv5g08501	FBgn0261479
LDECv5g08505	FBgn0083968
LDECv5g08506	FBgn0032781
LDECv5g08522	FBgn0031652
LDECv5g08535	FBgn0013435
LDECv5g08538	FBgn0033917
LDECv5g08555	FBgn0034065
LDECv5g08565	FBgn0030768
LDECv5g08576	FBgn0037492
LDECv5g08588	FBgn0037756
LDECv5g08589	FBgn0067622
LDECv5g08593	FBgn0004034
LDECv5g08601	FBgn0033935
LDECv5g08602	FBgn0027496
LDECv5g08612	FBgn0261786
LDECv5g08617	FBgn0051855
LDECv5g08620	FBgn0023180
LDECv5g08622	FBgn0030877
LDECv5g08623	FBgn0267488
LDECv5g08626	FBgn0266282
LDECv5g08630	FBgn0083951
LDECv5g08645	FBgn0037822
LDECv5g08646	FBgn0037891
LDECv5g08652	FBgn0036117
LDECv5g08656	FBgn0020617
LDECv5g08678	FBgn0051450
LDECv5g08679	FBgn0037778
LDECv5g08681	FBgn0034346
LDECv5g08683	FBgn0003482
LDECv5g08688	FBgn0036570
LDECv5g08689	FBgn0035631
LDECv5g08691	FBgn0265193
LDECv5g08693	FBgn0010078
LDECv5g08696	FBgn0033985
LDECv5g08697	FBgn0016013
LDECv5g08709	FBgn0050342
LDECv5g08710	FBgn0031640
LDECv5g08736	FBgn0026402
LDECv5g08741	FBgn0033365
LDECv5g08746	FBgn0265011
LDECv5g08752	FBgn0287774
LDECv5g08775	FBgn0038180
LDECv5g08783	FBgn0036462
LDECv5g08787	FBgn0027791
LDECv5g08790	FBgn0028997
LDECv5g08791	FBgn0085512
LDECv5g08816	FBgn0010803
LDECv5g08821	FBgn0002937
LDECv5g08829	FBgn0027500
LDECv5g08844	FBgn0005533
LDECv5g08854	FBgn0034313
LDECv5g08861	FBgn0031651
LDECv5g08870	FBgn0083946
LDECv5g08871	FBgn0039283
LDECv5g08892	FBgn0035073
LDECv5g08905	FBgn0263863
LDECv5g08914	FBgn0038303
LDECv5g08915	FBgn0013432
LDECv5g08937	FBgn0030403
LDECv5g08939	FBgn0039827
LDECv5g08942	FBgn0038363
LDECv5g08946	FBgn0037897
LDECv5g08970	FBgn0001977
LDECv5g08974	FBgn0010223
LDECv5g08975	FBgn0040512
LDECv5g08976	FBgn0033907
LDECv5g08978	FBgn0010590
LDECv5g08981	FBgn0036686
LDECv5g08983	FBgn0036207
LDECv5g08989	FBgn0038950
LDECv5g08990	FBgn0038234
LDECv5g08998	FBgn0038235
LDECv5g08999	FBgn0262112
LDECv5g09009	FBgn0267431
LDECv5g09011	FBgn0261065
LDECv5g09019	FBgn0261394
LDECv5g09020	FBgn0011211
LDECv5g09042	FBgn0035059
LDECv5g09044	FBgn0031260
LDECv5g09051	FBgn0034168
LDECv5g09066	FBgn0034058
LDECv5g09074	FBgn0032724
LDECv5g09087	FBgn0033273
LDECv5g09106	FBgn0286075
LDECv5g09126	FBgn0002542
LDECv5g09135	FBgn0030573
LDECv5g09136	FBgn0003129
LDECv5g09137	FBgn0043012
LDECv5g09144	FBgn0045866
LDECv5g09147	FBgn0032052
LDECv5g09161	FBgn0033208
LDECv5g09168	FBgn0032620
LDECv5g09169	FBgn0037611
LDECv5g09179	FBgn0019936
LDECv5g09182	FBgn0003257
LDECv5g09185	FBgn0031062
LDECv5g09190	FBgn0038877
LDECv5g09194	FBgn0266918
LDECv5g09198	FBgn0034315
LDECv5g09199	FBgn0036735
LDECv5g09228	FBgn0034266
LDECv5g09238	FBgn0020305
LDECv5g09241	FBgn0033400
LDECv5g09243	FBgn0010292
LDECv5g09264	FBgn0037489
LDECv5g09268	FBgn0086656
LDECv5g09270	FBgn0287788
LDECv5g09271	FBgn0033467
LDECv5g09289	FBgn0033316
LDECv5g09298	FBgn0039683
LDECv5g09308	FBgn0013762
LDECv5g09309	FBgn0263852
LDECv5g09312	FBgn0050423
LDECv5g09314	FBgn0037022
LDECv5g09327	FBgn0034113
LDECv5g09328	FBgn0033178
LDECv5g09329	FBgn0024285
LDECv5g09335	FBgn0031252
LDECv5g09336	FBgn0034579
LDECv5g09346	FBgn0039698
LDECv5g09347	FBgn0031851
LDECv5g09353	FBgn0033378
LDECv5g09357	FBgn0023545
LDECv5g09358	FBgn0011336
LDECv5g09374	FBgn0038275
LDECv5g09375	FBgn0038902
LDECv5g09376	FBgn0289712
LDECv5g09397	FBgn0022724
LDECv5g09407	FBgn0085377
LDECv5g09410	FBgn0013954
LDECv5g09416	FBgn0025634
LDECv5g09428	FBgn0026431
LDECv5g09429	FBgn0035965
LDECv5g09430	FBgn0034859
LDECv5g09431	FBgn0034172
LDECv5g09432	FBgn0036254
LDECv5g09439	FBgn0032597
LDECv5g09448	FBgn0033911
LDECv5g09457	FBgn0052626
LDECv5g09460	FBgn0051249
LDECv5g09461	FBgn0034360
LDECv5g09472	FBgn0001491
LDECv5g09474	FBgn0029529
LDECv5g09477	FBgn0032753
LDECv5g09487	FBgn0036771
LDECv5g09488	FBgn0039280
LDECv5g09492	FBgn0003008
LDECv5g09493	FBgn0047178
LDECv5g09498	FBgn0011291
LDECv5g09500	FBgn0028427
LDECv5g09517	FBgn0037061
LDECv5g09521	FBgn0002791
LDECv5g09527	FBgn0035358
LDECv5g09538	FBgn0035317
LDECv5g09554	FBgn0035805
LDECv5g09555	FBgn0000261
LDECv5g09565	FBgn0263237
LDECv5g09566	FBgn0015834
LDECv5g09567	FBgn0025109
LDECv5g09591	FBgn0262954
LDECv5g09592	FBgn0021765
LDECv5g09595	FBgn0038673
LDECv5g09596	FBgn0030645
LDECv5g09618	FBgn0032032
LDECv5g09621	FBgn0267432
LDECv5g09642	FBgn0029706
LDECv5g09644	FBgn0035813
LDECv5g09665	FBgn0030346
LDECv5g09666	FBgn0028538
LDECv5g09677	FBgn0285910
LDECv5g09682	FBgn0041147
LDECv5g09695	FBgn0035980
LDECv5g09702	FBgn0262560
LDECv5g09713	FBgn0036566
LDECv5g09715	FBgn0033209
LDECv5g09717	FBgn0033754
LDECv5g09718	FBgn0024887
LDECv5g09719	FBgn0038107
LDECv5g09723	FBgn0033266
LDECv5g09724	FBgn0050493
LDECv5g09725	FBgn0050496
LDECv5g09729	FBgn0020224
LDECv5g09738	FBgn0034915
LDECv5g09758	FBgn0040336
LDECv5g09763	FBgn0004597
LDECv5g09764	FBgn0287454
LDECv5g09773	FBgn0036822
LDECv5g09776	FBgn0037012
LDECv5g09779	FBgn0052225
LDECv5g09783	FBgn0003062
LDECv5g09784	FBgn0050105
LDECv5g09786	FBgn0030711
LDECv5g09812	FBgn0034454
LDECv5g09814	FBgn0027090
LDECv5g09818	FBgn0029857
LDECv5g09833	FBgn0035851
LDECv5g09834	FBgn0030687
LDECv5g09847	FBgn0038552
LDECv5g09874	FBgn0035760
LDECv5g09882	FBgn0033869
LDECv5g09911	FBgn0030816
LDECv5g09923	FBgn0036973
LDECv5g09924	FBgn0032408
LDECv5g09926	FBgn0038597
LDECv5g09945	FBgn0037882
LDECv5g09961	FBgn0040283
LDECv5g09977	FBgn0038437
LDECv5g09979	FBgn0029113
LDECv5g09988	FBgn0052704
LDECv5g10013	FBgn0034259
LDECv5g10014	FBgn0033995
LDECv5g10021	FBgn0040290
LDECv5g10031	FBgn0035827
LDECv5g10035	FBgn0033507
LDECv5g10036	FBgn0036745
LDECv5g10042	FBgn0036519
LDECv5g10046	FBgn0050291
LDECv5g10048	FBgn0010747
LDECv5g10064	FBgn0037981
LDECv5g10065	FBgn0029079
LDECv5g10066	FBgn0029992
LDECv5g10067	FBgn0036668
LDECv5g10069	FBgn0036301
LDECv5g10079	FBgn0039269
LDECv5g10082	FBgn0031661
LDECv5g10105	FBgn0035057
LDECv5g10108	FBgn0038536
LDECv5g10121	FBgn0035916
LDECv5g10123	FBgn0034087
LDECv5g10124	FBgn0284251
LDECv5g10125	FBgn0025582
LDECv5g10141	FBgn0035410
LDECv5g10147	FBgn0036666
LDECv5g10148	FBgn0029873
LDECv5g10149	FBgn0035703
LDECv5g10199	FBgn0035470
LDECv5g10202	FBgn0003416
LDECv5g10205	FBgn0017579
LDECv5g10207	FBgn0035900
LDECv5g10208	FBgn0261380
LDECv5g10209	FBgn0037690
LDECv5g10210	FBgn0030792
LDECv5g10228	FBgn0036817
LDECv5g10231	FBgn0034499
LDECv5g10253	FBgn0036018
LDECv5g10256	FBgn0261683
LDECv5g10283	FBgn0034614
LDECv5g10285	FBgn0023143
LDECv5g10287	FBgn0032929
LDECv5g10299	FBgn0034495
LDECv5g10326	FBgn0053051
LDECv5g10335	FBgn0260440
LDECv5g10339	FBgn0042083
LDECv5g10341	FBgn0024841
LDECv5g10343	FBgn0038424
LDECv5g10350	FBgn0037121
LDECv5g10352	FBgn0039557
LDECv5g10353	FBgn0038319
LDECv5g10356	FBgn0037815
LDECv5g10369	FBgn0264848
LDECv5g10370	FBgn0031106
LDECv5g10373	FBgn0261680
LDECv5g10376	FBgn0038772
LDECv5g10379	FBgn0037834
LDECv5g10380	FBgn0266673
LDECv5g10382	FBgn0038490
LDECv5g10384	FBgn0263113
LDECv5g10386	FBgn0289323
LDECv5g10392	FBgn0039687
LDECv5g10393	FBgn0033225
LDECv5g10394	FBgn0032204
LDECv5g10395	FBgn0033349
LDECv5g10396	FBgn0032800
LDECv5g10397	FBgn0003277
LDECv5g10398	FBgn0052703
LDECv5g10399	FBgn0000606
LDECv5g10408	FBgn0033781
LDECv5g10416	FBgn0022936
LDECv5g10418	FBgn0015372
LDECv5g10419	FBgn0041156
LDECv5g10430	FBgn0286788
LDECv5g10431	FBgn0031455
LDECv5g10432	FBgn0031454
LDECv5g10433	FBgn0034646
LDECv5g10437	FBgn0034576
LDECv5g10438	FBgn0264325
LDECv5g10441	FBgn0266709
LDECv5g10442	FBgn0261064
LDECv5g10446	FBgn0039691
LDECv5g10449	FBgn0027334
LDECv5g10450	FBgn0039204
LDECv5g10454	FBgn0015075
LDECv5g10465	FBgn0027493
LDECv5g10470	FBgn0032799
LDECv5g10471	FBgn0034362
LDECv5g10475	FBgn0265177
LDECv5g10476	FBgn0040337
LDECv5g10487	FBgn0038601
LDECv5g10488	FBgn0039135
LDECv5g10502	FBgn0039636
LDECv5g10508	FBgn0033812
LDECv5g10511	FBgn0032020
LDECv5g10519	FBgn0033605
LDECv5g10526	FBgn0030570
LDECv5g10530	FBgn0027537
LDECv5g10533	FBgn0037447
LDECv5g10534	FBgn0038471
LDECv5g10537	FBgn0037364
LDECv5g10543	FBgn0036964
LDECv5g10544	FBgn0029905
LDECv5g10550	FBgn0033184
LDECv5g10553	FBgn0050185
LDECv5g10557	FBgn0034978
LDECv5g10563	FBgn0024196
LDECv5g10565	FBgn0025352
LDECv5g10566	FBgn0036292
LDECv5g10567	FBgn0036916
LDECv5g10574	FBgn0037637
LDECv5g10577	FBgn0028962
LDECv5g10578	FBgn0033842
LDECv5g10579	FBgn0004908
LDECv5g10580	FBgn0029818
LDECv5g10595	FBgn0027873
LDECv5g10596	FBgn0038474
LDECv5g10597	FBgn0052354
LDECv5g10607	FBgn0053082
LDECv5g10627	FBgn0033751
LDECv5g10630	FBgn0086895
LDECv5g10634	FBgn0035543
LDECv5g10669	FBgn0031347
LDECv5g10672	FBgn0038454
LDECv5g10674	FBgn0031996
LDECv5g10680	FBgn0031630
LDECv5g10682	FBgn0038205
LDECv5g10692	FBgn0033454
LDECv5g10748	FBgn0037707
LDECv5g10757	FBgn0038342
LDECv5g10766	FBgn0038467
LDECv5g10769	FBgn0034942
LDECv5g10775	FBgn0026058
LDECv5g10778	FBgn0040227
LDECv5g10793	FBgn0053260
LDECv5g10796	FBgn0030555
LDECv5g10799	FBgn0034262
LDECv5g10802	FBgn0036282
LDECv5g10803	FBgn0026378
LDECv5g10808	FBgn0036359
LDECv5g10815	FBgn0034430
LDECv5g10817	FBgn0259923
LDECv5g10821	FBgn0032244
LDECv5g10825	FBgn0036549
LDECv5g10847	FBgn0010339
LDECv5g10849	FBgn0032051
LDECv5g10865	FBgn0032400
LDECv5g10874	FBgn0035867
LDECv5g10893	FBgn0015299
LDECv5g10897	FBgn0034734
LDECv5g10898	FBgn0028375
LDECv5g10899	FBgn0031668
LDECv5g10900	FBgn0265968
LDECv5g10948	FBgn0037011
LDECv5g10949	FBgn0038358
LDECv5g10974	FBgn0020443
LDECv5g10975	FBgn0028426
LDECv5g10976	FBgn0032925
LDECv5g10978	FBgn0024227
LDECv5g10983	FBgn0038810
LDECv5g11001	FBgn0028688
LDECv5g11011	FBgn0027495
LDECv5g11016	FBgn0288700
LDECv5g11019	FBgn0035589
LDECv5g11031	FBgn0051453
LDECv5g11040	FBgn0033061
LDECv5g11049	FBgn0038577
LDECv5g11050	FBgn0038927
LDECv5g11068	FBgn0033755
LDECv5g11069	FBgn0037009
LDECv5g11077	FBgn0003330
LDECv5g11081	FBgn0034745
LDECv5g11089	FBgn0038106
LDECv5g11121	FBgn0031146
LDECv5g11123	FBgn0034994
LDECv5g11129	FBgn0050340
LDECv5g11133	FBgn0050443
LDECv5g11153	FBgn0000206
LDECv5g11154	FBgn0043005
LDECv5g11155	FBgn0038851
LDECv5g11165	FBgn0038964
LDECv5g11168	FBgn0259791
LDECv5g11175	FBgn0037689
LDECv5g11179	FBgn0039258
LDECv5g11181	FBgn0034964
LDECv5g11187	FBgn0037020
LDECv5g11188	FBgn0050467
LDECv5g11189	FBgn0034735
LDECv5g11190	FBgn0001313
LDECv5g11191	FBgn0264691
LDECv5g11192	FBgn0030141
LDECv5g11211	FBgn0034029
LDECv5g11213	FBgn0001995
LDECv5g11214	FBgn0024352
LDECv5g11222	FBgn0033972
LDECv5g11224	FBgn0039274
LDECv5g11227	FBgn0037814
LDECv5g11231	FBgn0000826
LDECv5g11232	FBgn0033210
LDECv5g11233	FBgn0037534
LDECv5g11237	FBgn0025629
LDECv5g11244	FBgn0039765
LDECv5g11245	FBgn0014092
LDECv5g11271	FBgn0037252
LDECv5g11273	FBgn0052104
LDECv5g11276	FBgn0261119
LDECv5g11284	FBgn0039160
LDECv5g11285	FBgn0037244
LDECv5g11286	FBgn0263594
LDECv5g11287	FBgn0034660
LDECv5g11310	FBgn0086916
LDECv5g11319	FBgn0034909
LDECv5g11326	FBgn0267795
LDECv5g11331	FBgn0015396
LDECv5g11338	FBgn0036992
LDECv5g11344	FBgn0259704
LDECv5g11353	FBgn0031873
LDECv5g11354	FBgn0034447
LDECv5g11363	FBgn0266111
LDECv5g11376	FBgn0014031
LDECv5g11383	FBgn0037338
LDECv5g11404	FBgn0030506
LDECv5g11415	FBgn0037370
LDECv5g11440	FBgn0038960
LDECv5g11445	FBgn0261245
LDECv5g11447	FBgn0036893
LDECv5g11451	FBgn0015336
LDECv5g11479	FBgn0052029
LDECv5g11489	FBgn0038809
LDECv5g11498	FBgn0037529
LDECv5g11500	FBgn0036569
LDECv5g11502	FBgn0261049
LDECv5g11505	FBgn0086450
LDECv5g11534	FBgn0039224
LDECv5g11535	FBgn0038115
LDECv5g11537	FBgn0015805
LDECv5g11541	FBgn0011232
LDECv5g11545	FBgn0034351
LDECv5g11547	FBgn0039639
LDECv5g11551	FBgn0260401
LDECv5g11575	FBgn0011204
LDECv5g11577	FBgn0000575
LDECv5g11582	FBgn0038815
LDECv5g11586	FBgn0261266
LDECv5g11591	FBgn0265189
LDECv5g11596	FBgn0262467
LDECv5g11599	FBgn0038473
LDECv5g11602	FBgn0039828
LDECv5g11603	FBgn0035524
LDECv5g11608	FBgn0040079
LDECv5g11612	FBgn0038173
LDECv5g11613	FBgn0034109
LDECv5g11615	FBgn0032943
LDECv5g11617	FBgn0033376
LDECv5g11633	FBgn0032644
LDECv5g11635	FBgn0036258
LDECv5g11636	FBgn0035591
LDECv5g11681	FBgn0036139
LDECv5g11698	FBgn0032231
LDECv5g11708	FBgn0265184
LDECv5g11725	FBgn0011710
LDECv5g11737	FBgn0031784
LDECv5g11740	FBgn0031492
LDECv5g11750	FBgn0030678
LDECv5g11760	FBgn0031254
LDECv5g11771	FBgn0039203
LDECv5g11772	FBgn0039306
LDECv5g11782	FBgn0050502
LDECv5g11787	FBgn0002989
LDECv5g11791	FBgn0027095
LDECv5g11792	FBgn0051648
LDECv5g11798	FBgn0039680
LDECv5g11816	FBgn0011020
LDECv5g11817	FBgn0037330
LDECv5g11823	FBgn0037937
LDECv5g11825	FBgn0284255
LDECv5g11826	FBgn0037263
LDECv5g11830	FBgn0038397
LDECv5g11833	FBgn0011227
LDECv5g11834	FBgn0026741
LDECv5g11867	FBgn0290396
LDECv5g12224	FBgn0263599
LDECv5g12228	FBgn0259113
LDECv5g12229	FBgn0020633
LDECv5g12230	FBgn0015298
LDECv5g12232	FBgn0024558
LDECv5g12255	FBgn0034095
LDECv5g12260	FBgn0034096
LDECv5g12261	FBgn0033354
LDECv5g12269	FBgn0011771
LDECv5g12292	FBgn0086134
LDECv5g12297	FBgn0034893
LDECv5g12318	FBgn0028646
LDECv5g12329	FBgn0038042
LDECv5g12330	FBgn0038046
LDECv5g12331	FBgn0038365
LDECv5g12345	FBgn0036381
LDECv5g12349	FBgn0028434
LDECv5g12380	FBgn0270926
LDECv5g12397	FBgn0029512
LDECv5g12424	FBgn0037290
LDECv5g12430	FBgn0034940
LDECv5g12450	FBgn0036348
LDECv5g12458	FBgn0031737
LDECv5g12484	FBgn0037979
LDECv5g12486	FBgn0037371
LDECv5g12487	FBgn0037276
LDECv5g12504	FBgn0036198
LDECv5g12516	FBgn0032732
LDECv5g12518	FBgn0029736
LDECv5g12522	FBgn0039305
LDECv5g12537	FBgn0034989
LDECv5g12542	FBgn0000489
LDECv5g12552	FBgn0067628
LDECv5g12556	FBgn0031048
LDECv5g12574	FBgn0039805
LDECv5g12583	FBgn0029665
LDECv5g12619	FBgn0041195
LDECv5g12620	FBgn0039055
LDECv5g12634	FBgn0030658
LDECv5g12640	FBgn0085260
LDECv5g12641	FBgn0015794
LDECv5g12650	FBgn0283503
LDECv5g12652	FBgn0031710
LDECv5g12657	FBgn0263038
LDECv5g12659	FBgn0026373
LDECv5g12668	FBgn0039558
LDECv5g12669	FBgn0286027
LDECv5g12671	FBgn0263133
LDECv5g12684	FBgn0041604
LDECv5g12686	FBgn0053169
LDECv5g12696	FBgn0016698
LDECv5g12697	FBgn0260856
LDECv5g12700	FBgn0032296
LDECv5g12701	FBgn0040705
LDECv5g12702	FBgn0033032
LDECv5g12703	FBgn0010894
LDECv5g12707	FBgn0031265
LDECv5g12715	FBgn0034791
LDECv5g12727	FBgn0035144
LDECv5g12736	FBgn0010385
LDECv5g12752	FBgn0031909
LDECv5g12753	FBgn0035449
LDECv5g12754	FBgn0036004
LDECv5g12757	FBgn0005626
LDECv5g12778	FBgn0038533
LDECv5g12779	FBgn0037838
LDECv5g12781	FBgn0037743
LDECv5g12782	FBgn0038975
LDECv5g12787	FBgn0030887
LDECv5g12789	FBgn0033309
LDECv5g12802	FBgn0031657
LDECv5g12820	FBgn0004556
LDECv5g12834	FBgn0263260
LDECv5g12841	FBgn0063485
LDECv5g12843	FBgn0086446
LDECv5g12846	FBgn0015561
LDECv5g12847	FBgn0036652
LDECv5g12852	FBgn0259238
LDECv5g12906	FBgn0025519
LDECv5g12921	FBgn0035187
LDECv5g12922	FBgn0042092
LDECv5g12925	FBgn0050109
LDECv5g12926	FBgn0036028
LDECv5g12953	FBgn0035842
LDECv5g12954	FBgn0035162
LDECv5g12963	FBgn0036580
LDECv5g12964	FBgn0033274
LDECv5g12991	FBgn0053276
LDECv5g12993	FBgn0035726
LDECv5g12997	FBgn0283681
LDECv5g13007	FBgn0026196
LDECv5g13011	FBgn0261881
LDECv5g13015	FBgn0039488
LDECv5g13028	FBgn0037892
LDECv5g13029	FBgn0032720
LDECv5g13031	FBgn0036536
LDECv5g13032	FBgn0004896
LDECv5g13063	FBgn0037661
LDECv5g13084	FBgn0031114
LDECv5g13097	FBgn0085212
LDECv5g13117	FBgn0042641
LDECv5g13127	FBgn0033778
LDECv5g13181	FBgn0038028
LDECv5g13189	FBgn0030081
LDECv5g13198	FBgn0014143
LDECv5g13205	FBgn0259164
LDECv5g13227	FBgn0002526
LDECv5g13231	FBgn0039544
LDECv5g13262	FBgn0037718
LDECv5g13263	FBgn0026261
LDECv5g13266	FBgn0025724
LDECv5g13267	FBgn0031377
LDECv5g13269	FBgn0000449
LDECv5g13285	FBgn0030099
LDECv5g13287	FBgn0032746
LDECv5g13290	FBgn0030686
LDECv5g13293	FBgn0000426
LDECv5g13294	FBgn0262601
LDECv5g13298	FBgn0053230
LDECv5g13307	FBgn0035687
LDECv5g13325	FBgn0002716
LDECv5g13336	FBgn0032031
LDECv5g13338	FBgn0032030
LDECv5g13349	FBgn0011704
LDECv5g13352	FBgn0015828
LDECv5g13355	FBgn0000618
LDECv5g13357	FBgn0261535
LDECv5g13389	FBgn0001259
LDECv5g13396	FBgn0037741
LDECv5g13399	FBgn0037250
LDECv5g13400	FBgn0010770
LDECv5g13412	FBgn0262512
LDECv5g13422	FBgn0028530
LDECv5g13423	FBgn0039293
LDECv5g13427	FBgn0263933
LDECv5g13428	FBgn0036629
LDECv5g13458	FBgn0037646
LDECv5g13459	FBgn0037647
LDECv5g13464	FBgn0038564
LDECv5g13466	FBgn0036919
LDECv5g13480	FBgn0014023
LDECv5g13482	FBgn0039942
LDECv5g13510	FBgn0027583
LDECv5g13518	FBgn0004463
LDECv5g13521	FBgn0032819
LDECv5g13523	FBgn0260858
LDECv5g13534	FBgn0039264
LDECv5g13543	FBgn0051155
LDECv5g13545	FBgn0027592
LDECv5g13556	FBgn0028398
LDECv5g13557	FBgn0015270
LDECv5g13558	FBgn0032358
LDECv5g13575	FBgn0038830
LDECv5g13597	FBgn0004066
LDECv5g13598	FBgn0032744
LDECv5g13599	FBgn0002022
LDECv5g13603	FBgn0002036
LDECv5g13610	FBgn0036437
LDECv5g13624	FBgn0037351
LDECv5g13629	FBgn0275436
LDECv5g13634	FBgn0261850
LDECv5g13635	FBgn0031854
LDECv5g13639	FBgn0033645
LDECv5g13655	FBgn0086451
LDECv5g13657	FBgn0030266
LDECv5g13664	FBgn0010786
LDECv5g13665	FBgn0043806
LDECv5g13666	FBgn0260779
LDECv5g13668	FBgn0039182
LDECv5g13670	FBgn0032258
LDECv5g13673	FBgn0037644
LDECv5g13676	FBgn0037312
LDECv5g13678	FBgn0000221
LDECv5g13680	FBgn0036414
LDECv5g13682	FBgn0032486
LDECv5g13687	FBgn0028837
LDECv5g13689	FBgn0030834
LDECv5g13698	FBgn0037772
LDECv5g13706	FBgn0023174
LDECv5g13707	FBgn0003292
LDECv5g13709	FBgn0082831
LDECv5g13731	FBgn0039627
LDECv5g13736	FBgn0003279
LDECv5g13738	FBgn0035771
LDECv5g13739	FBgn0290417
LDECv5g13748	FBgn0032703
LDECv5g13750	FBgn0037360
LDECv5g13755	FBgn0030800
LDECv5g13757	FBgn0032222
LDECv5g13763	FBgn0031256
LDECv5g13770	FBgn0036618
LDECv5g13779	FBgn0027785
LDECv5g13783	FBgn0010406
LDECv5g13784	FBgn0035830
LDECv5g13785	FBgn0037406
LDECv5g13798	FBgn0037414
LDECv5g13799	FBgn0037415
LDECv5g13812	FBgn0037419
LDECv5g13821	FBgn0037424
LDECv5g13832	FBgn0037430
LDECv5g13956	FBgn0030961
LDECv5g13964	FBgn0039009
LDECv5g13969	FBgn0014028
LDECv5g13983	FBgn0003449
LDECv5g13993	FBgn0261790
LDECv5g14000	FBgn0039631
LDECv5g14007	FBgn0261612
LDECv5g14014	FBgn0039210
LDECv5g14017	FBgn0039250
LDECv5g14020	FBgn0051915
LDECv5g14027	FBgn0000576
LDECv5g14029	FBgn0002773
LDECv5g14030	FBgn0051028
LDECv5g14032	FBgn0034380
LDECv5g14045	FBgn0001321
LDECv5g14054	FBgn0035370
LDECv5g14055	FBgn0287589
LDECv5g14056	FBgn0001086
LDECv5g14057	FBgn0260940
LDECv5g14060	FBgn0038917
LDECv5g14061	FBgn0038916
LDECv5g14072	FBgn0033539
LDECv5g14073	FBgn0033375
LDECv5g14076	FBgn0033698
LDECv5g14078	FBgn0031876
LDECv5g14079	FBgn0036058
LDECv5g14082	FBgn0035517
LDECv5g14092	FBgn0027553
LDECv5g14093	FBgn0003116
LDECv5g14095	FBgn0032154
LDECv5g14097	FBgn0030717
LDECv5g14105	FBgn0035590
LDECv5g14128	FBgn0034307
LDECv5g14129	FBgn0029629
LDECv5g14146	FBgn0036124
LDECv5g14148	FBgn0034057
LDECv5g14149	FBgn0034059
LDECv5g14150	FBgn0001276
LDECv5g14160	FBgn0034795
LDECv5g14161	FBgn0026252
LDECv5g14164	FBgn0261111
LDECv5g14166	FBgn0035374
LDECv5g14171	FBgn0290399
LDECv5g14187	FBgn0039158
LDECv5g14188	FBgn0039259
LDECv5g14189	FBgn0265351
LDECv5g14191	FBgn0038519
LDECv5g14233	FBgn0047038
LDECv5g14236	FBgn0038053
LDECv5g14253	FBgn0034265
LDECv5g14254	FBgn0017430
LDECv5g14283	FBgn0261933
LDECv5g14295	FBgn0039273
LDECv5g14296	FBgn0032988
LDECv5g14297	FBgn0038206
LDECv5g14299	FBgn0036888
LDECv5g14312	FBgn0015240
LDECv5g14314	FBgn0038611
LDECv5g14329	FBgn0039020
LDECv5g14336	FBgn0014868
LDECv5g14668	FBgn0038122
LDECv5g14677	FBgn0062442
LDECv5g14687	FBgn0052708
LDECv5g14690	FBgn0039219
LDECv5g14693	FBgn0032949
LDECv5g14790	FBgn0002905
LDECv5g14805	FBgn0036774
LDECv5g14825	FBgn0034573
LDECv5g14842	FBgn0033794
LDECv5g14866	FBgn0037632
LDECv5g14874	FBgn0040347
LDECv5g14875	FBgn0039726
LDECv5g14885	FBgn0033816
LDECv5g14908	FBgn0015351
LDECv5g14910	FBgn0028579
LDECv5g14934	FBgn0039648
LDECv5g14937	FBgn0039271
LDECv5g14938	FBgn0027524
LDECv5g14970	FBgn0025776
LDECv5g14971	FBgn0036962
LDECv5g14999	FBgn0036859
LDECv5g15006	FBgn0285951
LDECv5g15008	FBgn0266669
LDECv5g15011	FBgn0036135
LDECv5g15023	FBgn0033793
LDECv5g15028	FBgn0025781
LDECv5g15049	FBgn0037722
LDECv5g15057	FBgn0030522
LDECv5g15059	FBgn0015618
LDECv5g15067	FBgn0033813
LDECv5g15096	FBgn0038592
LDECv5g15100	FBgn0038609
